ISO3,Country,Year,Population,GDP_median,GDPpc_median,population_falls_2024_2100
KOR,"Korea, Rep.",2075,31974833.0,3341092829023.576,104491.33007273493,True
KOR,"Korea, Rep.",2076,31501188.0,3367126326586.5166,106888.86801940664,True
KOR,"Korea, Rep.",2077,31033654.0,3455951256676.78,111361.40322621303,True
KOR,"Korea, Rep.",2078,30572950.0,3485264667562.008,113998.31117252368,True
KOR,"Korea, Rep.",2079,30119415.0,3532891122332.6426,117296.14012531925,True
KOR,"Korea, Rep.",2080,29671508.0,3612392242008.7246,121746.1627500943,True
KOR,"Korea, Rep.",2081,29227156.0,3594583795970.842,122987.80613381752,True
KOR,"Korea, Rep.",2082,28788346.0,3640289286313.908,126450.10193756556,True
KOR,"Korea, Rep.",2083,28355718.0,3690627567421.951,130154.61528507058,True
KOR,"Korea, Rep.",2084,27928602.0,3707526250942.533,132750.15523306653,True
KOR,"Korea, Rep.",2085,27505925.0,3706079951481.731,134737.513880436,True
KOR,"Korea, Rep.",2086,27086569.0,3775909395337.096,139401.53864954604,True
KOR,"Korea, Rep.",2087,26670753.0,3878622467775.7607,145426.05781605645,True
KOR,"Korea, Rep.",2088,26258922.0,3932223415520.221,149748.09002137335,True
KOR,"Korea, Rep.",2089,25851776.0,3905331109736.5127,151066.25980886235,True
KOR,"Korea, Rep.",2090,25449094.0,3893407142254.757,152988.04516399512,True
KOR,"Korea, Rep.",2091,25051893.0,4005818226989.0234,159900.81974998946,True
KOR,"Korea, Rep.",2092,24660821.0,4004463363364.864,162381.59156845848,True
KOR,"Korea, Rep.",2093,24277125.0,4028362987876.875,165932.45649461687,True
KOR,"Korea, Rep.",2094,23902073.0,4080538017659.407,170719.00071844843,True
KOR,"Korea, Rep.",2095,23535546.0,4086288175114.363,173621.98332319816,True
KOR,"Korea, Rep.",2096,23179092.0,4060084072613.272,175161.48055382288,True
KOR,"Korea, Rep.",2097,22833463.0,4072826609032.585,178370.95534008945,True
KOR,"Korea, Rep.",2098,22496481.0,4125448760718.972,183381.95919259425,True
KOR,"Korea, Rep.",2099,22168455.0,4160513255227.972,187677.1861290276,True
KOR,"Korea, Rep.",2100,21848791.0,4149112190002.336,189901.2256560254,True
USA,United States,2024,345426571.0,22407441124938.16,64868.89835969845,False
USA,United States,2025,347275807.0,22846170490442.727,65786.81851696834,False
USA,United States,2026,349035494.0,23324943853411.61,66826.85358472914,False
USA,United States,2027,350728355.0,23784769042344.445,67815.35824882035,False
USA,United States,2028,352404085.0,24215060874840.957,68713.90516043807,False
USA,United States,2029,354050268.0,24618461461686.15,69533.80264546545,False
USA,United States,2030,355649881.0,24977671626769.04,70231.06982782608,False
USA,United States,2031,357222715.0,25341804816308.96,70941.19089349892,False
USA,United States,2032,358769974.0,25805121422587.363,71926.64741388688,False
USA,United States,2033,360294008.0,26349637257198.9,73133.70933773315,False
USA,United States,2034,361801811.0,26833876767966.28,74167.33679082186,False
USA,United States,2035,363284716.0,27615526934222.75,76016.20909981456,False
USA,United States,2036,364731660.0,28197613717643.484,77310.5732516982,False
USA,United States,2037,366152370.0,28752377341162.875,78525.71687891266,False
USA,United States,2038,367551455.0,29155111288965.344,79322.52992704205,False
USA,United States,2039,368906818.0,29748332943460.613,80639.15192660011,False
USA,United States,2040,370209316.0,30468587320284.09,82300.9740799826,False
USA,United States,2041,371469478.0,31151625847251.58,83860.52607867713,False
USA,United States,2042,372704772.0,31629097042850.69,84863.6760756331,False
USA,United States,2043,373900677.0,32317522340884.24,86433.4416299659,False
USA,United States,2044,375029246.0,32934752627408.484,87819.1580488325,False
USA,United States,2045,376106472.0,33431323598119.445,88887.92426342359,False
USA,United States,2046,377131727.0,34439402030370.453,91319.29128405168,False
USA,United States,2047,378117767.0,34604210895383.61,91517.0190756564,False
USA,United States,2048,379063744.0,35740017417583.58,94284.9797251609,False
USA,United States,2049,379966906.0,36323986922319.41,95597.76482828589,False
USA,United States,2050,380846910.0,37140482537633.06,97520.7663825684,False
USA,United States,2051,381708396.0,37375375111086.72,97916.04141473147,False
USA,United States,2052,382543753.0,38131946543282.39,99679.96142726814,False
USA,United States,2053,383359332.0,38739068394662.97,101051.5857082696,False
USA,United States,2054,384145920.0,39114402951997.54,101821.7320959638,False
USA,United States,2055,384894297.0,40056243133513.59,104070.76292303076,False
USA,United States,2056,385642341.0,40987508209541.695,106283.73456933688,False
USA,United States,2057,386425226.0,40972113539438.99,106028.5684854306,False
USA,United States,2058,387253705.0,41996613133242.33,108447.2855675902,False
USA,United States,2059,388093057.0,42370478928627.43,109176.08074763222,False
USA,United States,2060,388918394.0,43394146189350.28,111576.4820044749,False
USA,United States,2061,389765294.0,45139641819865.53,115812.3684041133,False
USA,United States,2062,390647521.0,45342183629937.31,116069.2982611742,False
USA,United States,2063,391545618.0,46046506859891.94,117601.89552138452,False
USA,United States,2064,392444228.0,47370925995339.31,120707.40914385243,False
USA,United States,2065,393352609.0,47689850770293.72,121239.4418624378,False
USA,United States,2066,394294350.0,48927055040289.73,124087.63919718792,False
USA,United States,2067,395267226.0,49142798658266.81,124328.03790888246,False
USA,United States,2068,396248285.0,50101181634893.89,126438.8605111411,False
USA,United States,2069,397237405.0,50824746778971.57,127945.52108951464,False
USA,United States,2070,398218088.0,51194587906273.26,128559.17259658295,False
USA,United States,2071,399192920.0,52573390054972.74,131699.2046225989,False
USA,United States,2072,400151803.0,53128626289638.28,132771.17806623573,False
USA,United States,2073,401080532.0,55014772149676.016,137166.39866648032,False
USA,United States,2074,401993348.0,56251964380875.3,139932.5751551374,False
USA,United States,2075,402910163.0,57449919087858.56,142587.41616269073,False
USA,United States,2076,403820926.0,58302965071878.6,144378.26600367558,False
USA,United States,2077,404683462.0,59108043523736.25,146059.94332364452,False
USA,United States,2078,405518702.0,60348060751531.016,148816.9607317667,False
USA,United States,2079,406319930.0,61004188681371.34,150138.31263795344,False
USA,United States,2080,407079816.0,62266245398934.53,152958.3215664383,False
USA,United States,2081,407866285.0,63445872502104.48,155555.5701352086,False
USA,United States,2082,408655861.0,64937472699742.33,158905.03207475675,False
USA,United States,2083,409401659.0,66181371430272.64,161653.89166210644,False
USA,United States,2084,410134666.0,67003956666568.09,163370.62487316813,False
USA,United States,2085,410829985.0,67928444532309.39,165344.41742929106,False
USA,United States,2086,411520086.0,69478461773412.97,168833.70736225246,False
USA,United States,2087,412236776.0,70919117405253.6,172034.91181304402,False
USA,United States,2088,412978780.0,71412754063267.38,172921.12215370336,False
USA,United States,2089,413730741.0,71789742775237.75,173518.02914552524,False
USA,United States,2090,414457640.0,73447830269579.67,177214.32344588864,False
USA,United States,2091,415186389.0,75361454915769.05,181512.34460571164,False
USA,United States,2092,415929000.0,77456353004283.66,186224.9398437802,False
USA,United States,2093,416662127.0,78352786280082.78,188048.7359007861,False
USA,United States,2094,417391616.0,79721481321736.98,190999.23972056253,False
USA,United States,2095,418115528.0,80659030404968.53,192910.8703300025,False
USA,United States,2096,418800097.0,82004191030880.61,195807.47859970195,False
USA,United States,2097,419461017.0,83424670901429.53,198885.3970223162,False
USA,United States,2098,420095820.0,84771824781207.72,201791.6407290311,False
USA,United States,2099,420702888.0,87169539804870.64,207199.76565711293,False
USA,United States,2100,421278889.0,87860339298307.16,208556.23576786247,False
