period,tau_mean,hdi_lo,hdi_hi
1961-1970,0.15359622113829485,0.11149045091277356,0.19638959430166458
1971-1980,0.05435238869360374,0.013765756820213387,0.09299476885165034
1981-1990,-0.11419335831917482,-0.1500932695859971,-0.07669896768826051
1991-2000,-0.06971403574161858,-0.10506032432752208,-0.0370214628352645
2001-2010,0.0544594481638495,0.02067534328287744,0.08979376357610429
2011-2020,-0.07850066393495488,-0.11317622330988797,-0.04274232593608484
