ISO3,Country,Region,GDP_2024,GDPpc_2024,Pop_2024,GDP_2050,GDPpc_2050,Pop_2050,GDP_2075,GDPpc_2075,Pop_2075,GDP_2100,GDPpc_2100,Pop_2100,g_agg,g_pc,g_pop,identity_residual,GDP_2100_lo,GDP_2100_hi,beta_expansion,beta_contraction,alpha_decadal,rank_agg_2024,rank_pc_2024,rank_agg_2050,rank_pc_2050,rank_agg_2075,rank_pc_2075,rank_agg_2100,rank_pc_2100
RUS,Russian Federation,Europe & Central Asia,1580293378849.8423,10912.089235161551,144820423.0,2516877191351.4844,18488.399956230118,136132775.0,4204628609256.05,32707.08557911851,128554059.0,6695811530021.049,52978.844539079575,126386515.0,0.018998311493699516,0.02078975520328873,-0.001791443709589219,4.9873299934333204e-18,1771810311143.6052,21542382730737.137,0.8132260173840459,0.6974528791955978,0.2224143042481382,13,67,14,66,12,60,11,60
SAU,Saudi Arabia,Middle East & North Africa,882049258123.073,25971.073494506734,33962757.0,1796030155639.514,37657.43164356862,47693910.0,3258530285040.953,54548.60831013,59736268.0,5712749355555.049,80453.67775282933,71006690.0,0.024581681348070768,0.014877608242005099,0.009704073106065669,0.0,1340221483698.9712,16729327465105.723,0.6880581036075057,0.6816748650586268,0.2075287120628472,18,34,17,35,13,42,12,45
ITA,Italy,Europe & Central Asia,2065819238301.8225,34811.58465602652,59342867.0,2889170274873.2583,55677.56957456727,51891099.0,4218017214729.1084,101293.06663145298,41641717.0,5664285263407.255,160112.89605154897,35376821.0,0.013271761133121101,0.020078012407086062,-0.00680625127396496,-8.673617379884035e-19,1567955191302.148,18540011938794.645,0.8354669024284832,0.7196937642400351,0.22571379021565552,8,28,10,28,11,25,13,24
PAK,Pakistan,South Asia,409515052040.8539,1629.7863435437462,251269164.0,1203366611421.9685,3236.0413518988885,371863793.0,2752948637861.3945,5898.776962652049,466698208.0,5415844390015.416,10598.508493419115,511000618.0,0.03397513714352487,0.024635057294775792,0.009340079848749076,0.0,1323655161868.6248,19615377098840.348,0.7964097137694981,0.7273586003451608,0.2751378034548318,34,138,19,133,18,130,14,127
ESP,Spain,Europe & Central Asia,1412924704033.5063,29490.903607142747,47910526.0,2083458222729.7434,46372.692903470066,44928558.0,3166212287505.081,84107.95803727505,37644622.0,4575646588637.576,138122.39460660348,33127478.000000004,0.015461660596373024,0.020316557184504046,-0.004854896588131024,1.734723475976807e-18,1224505865051.4502,15810257763041.828,0.839647418406305,0.7238742802178569,0.23208998360197328,14,31,16,29,16,28,15,28
BRA,Brazil,Latin America & Caribbean,1991068635861.1792,9391.896406119578,211998573.0,2762681997531.627,12702.61116401698,217489299.0,3257318556827.061,16713.119104587986,194895910.0,3918246298825.509,23984.7503966693,163364064.0,0.008907535307967087,0.012336460463748143,-0.0034289251557810554,-4.336808689942018e-19,803477622511.0283,16395879589496.61,0.9006304512235763,0.8470746440102094,0.15307767038669567,9,71,11,75,14,83,16,88
KOR,"Korea, Rep.",East Asia & Pacific,1932745548315.1235,37371.144871892204,51717590.0,2651724752253.8374,58740.37793330515,45143134.0,3209110051693.1416,100363.6219677251,31974833.0,3675899266183.49,168242.6851986222,21848791.0,0.008458634803777239,0.01979616595580255,-0.011337531152025314,3.469446951953614e-18,769021861107.3246,14162883519962.67,1.0856851176520155,1.0015025049747057,0.2834336694757407,10,26,12,25,15,26,17,21
MEX,Mexico,Latin America & Caribbean,1351001972185.5928,10323.946018431547,130861007.0,2131892312320.1548,14313.163096111788,148946274.0,2840573300157.4585,19427.804405115556,146211751.0,3505659028906.5503,26915.08912146094,130248836.0,0.012546473807944113,0.012608171185911714,-6.169737796760202e-05,9.0801931945661e-19,802030796810.1721,14898009171637.646,0.8264302471404076,0.7728744399270406,0.1488050560450499,15,68,15,71,17,76,18,82
NLD,Netherlands,Europe & Central Asia,932026913987.8931,51129.52468074281,18228742.0,1524298584968.6575,80401.96191775221,18958475.0,2345240842645.3525,127517.39251838237,18391537.0,3430568233542.599,195948.29110229097,17507518.0,0.017146309213904434,0.017677482773122317,-0.0005311735592178839,7.589415207398531e-19,1085179813364.4236,10313029386601.586,0.8115764020003694,0.6958032638119214,0.22770696265015725,17,13,18,13,19,11,19,11
ISR,Israel,Middle East & North Africa,422894187122.11914,45050.94716653123,9387021.0,942421750623.0442,71980.58208392755,13092722.0,1859964054631.463,111586.8073426416,16668314.999999998,3116233937074.1924,157807.64798542933,19747040.0,0.026279716857223908,0.01649451138079695,0.009785205476426955,3.469446951953614e-18,968969773709.4121,10225634798872.42,0.8394765999722015,0.8330933614233227,0.22005074566032554,32,20,26,20,21,22,20,25
NGA,Nigeria,Sub-Saharan Africa,526843403945.6085,2264.245254777512,232679478.0,1170281968861.3882,3258.154314148947,359185556.0,2153982446389.538,4819.080492550504,446969593.0,3104418879078.1074,6511.658790663794,476747781.0,0.02333787450241606,0.013899378260007452,0.00943849624240861,0.0,672419784437.1389,12767609482157.49,0.8185198828550544,0.7452454145458132,0.13488156826199799,24,129,20,132,20,135,21,138
ARE,United Arab Emirates,Middle East & North Africa,448748613358.5682,40694.96360825816,11027129.0,862494435072.8234,56124.97130761181,15367392.0,1571438936366.4229,76751.82337800576,20474288.0,2866511535479.0137,109683.88842107507,26134299.0,0.024399845089337655,0.01304602824368009,0.01135381684565757,-3.469446951953614e-18,709184378135.0814,8358221515670.542,0.6581891050831413,0.6518058665342623,0.20838901975429489,28,24,30,27,25,31,22,34
MYS,Malaysia,East Asia & Pacific,412767397953.5922,11608.391751439758,35557673.0,950805591404.26,21467.836669022818,44289772.0,1690937582786.247,36481.001634548295,46351183.0,2676190115191.262,60786.41482870697,44026122.0,0.02459559513213902,0.021784711319405143,0.002810883812733879,-2.168404344971009e-18,748282383148.0405,7692235578551.464,0.915032090515137,0.8308494778378273,0.2632626110949559,33,64,24,57,22,55,23,54
PHL,Philippines,East Asia & Pacific,441218237452.0684,3808.7384269858544,115843670.0,944604008734.7815,7029.692889937732,134373439.0,1684582224269.1055,12844.98725464388,131147053.0,2626120614408.5796,22991.391383666854,114221909.0,0.02347004423830886,0.023655550597626702,-0.00018550635931784172,4.0657581468206416e-19,648962535394.8754,9059243504088.557,0.7438268172813107,0.6596442046040009,0.25121050021342073,30,113,25,107,23,99,24,92
