,mean,sd,hdi_2.5%,hdi_97.5%,ESS_bulk,ESS_tail,R_hat
alpha_country[Russian Federation],10.927433,0.037835,10.854166,11.002559,2459.393469,4987.403106,1.000867
alpha_country[Rwanda],9.437162,0.013953,9.40995,9.46475,17586.821207,23471.914667,1.000211
alpha_country[Samoa],9.685597,0.042254,9.603893,9.768621,2349.795192,4078.771806,1.001178
alpha_country[Sao Tome and Principe],9.182479,0.044617,9.09355,9.267729,2260.790499,4222.375128,1.001085
alpha_country[Saudi Arabia],11.24478,0.019482,11.206841,11.283082,5853.554834,14745.757038,1.000757
alpha_country[Senegal],9.857053,0.010685,9.836864,9.87841,8706.343148,17697.097544,1.000467
alpha_country[Seychelles],9.991689,0.056613,9.881275,10.101521,2267.590583,4381.930457,1.001154
alpha_country[Sierra Leone],9.695184,0.013545,9.668678,9.721896,28665.111226,27076.744584,1.000147
alpha_country[Singapore],11.011043,0.050131,10.926156,11.125175,11882.349038,15193.545079,1.000345
alpha_country[Slovak Republic],10.71182,0.015436,10.682798,10.743443,21404.577195,28300.382814,1.000233
alpha_country[Slovenia],10.679927,0.02074,10.639759,10.720593,3841.073217,8232.591154,1.000869
alpha_country[Solomon Islands],9.639528,0.036633,9.566165,9.709536,3099.718777,6928.802904,1.000715
alpha_country[Somalia],9.214401,0.011613,9.191658,9.237071,13873.330053,22981.999873,1.000316
alpha_country[South Africa],10.79075,0.024401,10.74282,10.838164,2915.240885,7082.872322,1.000865
alpha_country[South Sudan],9.915102,0.113001,9.746914,10.083848,4218.801171,27354.354633,1.000211
alpha_country[Spain],11.323925,0.022261,11.28064,11.36777,2695.038525,6332.901759,1.000532
alpha_country[Sri Lanka],10.134208,0.015591,10.102823,10.163826,3890.264347,9091.730446,1.000485
alpha_country[Sudan],10.031174,0.018252,9.995847,10.066703,3103.297911,7813.284478,1.000585
alpha_country[Suriname],10.277315,0.031402,10.216233,10.337987,2642.468724,5010.017525,1.000729
alpha_country[Sweden],11.352625,0.010974,11.33161,11.374615,9580.617126,19708.070922,1.000029
alpha_country[Switzerland],11.635012,0.014435,11.606432,11.663183,24909.988437,29734.483517,1.000111
alpha_country[Syrian Arab Republic],9.974175,0.015391,9.943565,10.003782,5147.269743,13383.328298,1.000605
alpha_country[Tajikistan],9.519329,0.018701,9.483282,9.556437,31021.327256,27514.566021,1.000098
alpha_country[Tanzania],9.721681,0.021633,9.680062,9.764855,3021.617871,7498.30892,1.000673
alpha_country[Thailand],10.58889,0.029526,10.531097,10.646464,3489.82913,8791.636152,1.000401
alpha_country[Timor-Leste],9.402672,0.026966,9.348966,9.454017,3331.76478,7248.392708,1.000605
alpha_country[Togo],9.578096,0.01174,9.555304,9.601173,14547.543665,24289.720747,1.000065
alpha_country[Tonga],9.582243,0.050248,9.484125,9.67962,2257.001043,4392.847793,1.001292
alpha_country[Trinidad and Tobago],10.551613,0.022846,10.507208,10.596522,3582.574886,7278.783514,1.000569
alpha_country[Tunisia],10.261676,0.011383,10.23989,10.284499,9593.521106,19675.936267,1.000489
alpha_country[Turkmenistan],10.163167,0.026184,10.113091,10.215361,33804.306917,30124.140229,1.000096
alpha_country[Uganda],9.607385,0.030017,9.548248,9.666301,7706.881966,18762.701766,1.000232
alpha_country[Ukraine],10.224773,0.027254,10.170247,10.277448,3326.174901,8058.065584,1.000487
alpha_country[United Arab Emirates],11.503677,0.022356,11.460053,11.547604,5828.303543,14026.674746,1.000383
alpha_country[United Kingdom],11.580036,0.02628,11.527019,11.630393,2407.07534,4733.086716,1.000713
alpha_country[United States],11.843747,0.043968,11.755906,11.929273,2309.331952,3860.294717,1.000927
alpha_country[Uruguay],10.649483,0.013717,10.622022,10.675655,6474.849259,16124.288334,1.000702
alpha_country[Uzbekistan],10.138275,0.023031,10.093631,10.183763,4252.65551,11332.347267,1.000505
alpha_country[Vanuatu],9.632605,0.04252,9.549156,9.715029,2383.202757,4661.762949,1.001096
"alpha_country[Venezuela, RB]",10.617659,0.023673,10.570755,10.663663,6167.283825,14486.929907,1.000307
alpha_country[Viet Nam],10.214636,0.032702,10.149192,10.277249,3067.067416,7621.635143,1.000827
alpha_country[West Bank and Gaza],10.049729,0.020914,10.008932,10.091063,6408.872803,14878.997756,1.000289
alpha_country[Zambia],9.857205,0.014675,9.828165,9.885298,13582.287477,22590.47261,1.000113
alpha_country[Zimbabwe],10.060196,0.015237,10.030285,10.089976,7723.753818,16991.239147,1.0002
nu,2.055216,0.034237,2.001871,2.121028,13152.971984,12160.450258,1.00002
