,mean,sd,hdi_2.5%,hdi_97.5%,ESS_bulk,ESS_tail,R_hat
alpha_country[Comoros],9.533099,0.043218,9.447266,9.61677,3714.370034,5428.38406,1.001697
"alpha_country[Congo, Dem. Rep.]",8.992125,0.04378,8.910338,9.080882,5631.781456,9004.960733,1.000981
alpha_country[Costa Rica],10.167314,0.026074,10.113882,10.217003,6721.806596,10432.404539,1.000231
alpha_country[Cote d'Ivoire],9.722535,0.024227,9.676696,9.771693,8692.196062,12091.029701,1.000567
alpha_country[Croatia],10.236962,0.032176,10.174993,10.300985,11963.345533,13752.439962,1.000195
alpha_country[Cuba],10.228526,0.028541,10.174519,10.286213,15945.194472,14739.806487,1.000169
alpha_country[Curacao],10.272738,0.075401,10.123323,10.420883,4096.547128,8059.24278,1.001201
alpha_country[Cyprus],10.459766,0.037232,10.385807,10.53187,4522.528593,8066.190528,1.000794
alpha_country[Czechia],10.423218,0.030001,10.363265,10.480195,15202.535345,13708.349581,1.000233
alpha_country[Denmark],11.002811,0.024793,10.954723,11.051891,12340.766732,14271.37002,1.000075
alpha_country[Djibouti],9.525857,0.045658,9.434208,9.61338,4593.964212,7208.839385,1.001265
alpha_country[Dominican Republic],10.037376,0.022254,9.993668,10.080842,14361.904064,13854.38729,1.00022
alpha_country[Ecuador],10.120598,0.022583,10.076219,10.164714,11658.606697,12690.438826,1.000733
alpha_country[El Salvador],9.899029,0.022981,9.854021,9.943052,10486.809275,14140.842992,1.000059
alpha_country[Equatorial Guinea],9.329002,0.050159,9.234741,9.430925,5824.006324,9854.774986,1.001313
alpha_country[Eritrea],8.986279,0.035113,8.915151,9.052367,8187.199817,11710.756672,1.000305
alpha_country[Estonia],10.139292,0.04046,10.062214,10.219706,6215.469369,10014.346578,1.000496
alpha_country[Eswatini],9.780066,0.035583,9.711066,9.849445,4243.785903,6724.9728,1.001248
alpha_country[Ethiopia],9.226047,0.037782,9.151752,9.299957,3728.819159,6010.773356,1.001343
alpha_country[Fiji],9.976026,0.038806,9.896513,10.048753,4220.640709,7157.628383,1.001409
alpha_country[Finland],10.899437,0.029278,10.841555,10.956118,8226.974622,12267.973947,1.000219
alpha_country[France],11.063267,0.038914,10.988368,11.139206,4195.294529,6327.730561,1.001694
alpha_country[French Polynesia],10.690774,0.055121,10.580487,10.795615,3088.901701,4764.037993,1.001736
alpha_country[Gabon],10.247805,0.035283,10.17797,10.316203,6034.101886,9857.668573,1.000897
alpha_country[Georgia],9.533896,0.034864,9.465889,9.601883,15203.739965,13703.899446,1.000046
alpha_country[Germany],11.079362,0.043724,10.996953,11.166935,3985.834607,6249.396502,1.001185
alpha_country[Ghana],9.547329,0.025396,9.495971,9.594897,6546.43397,10736.599692,1.000726
alpha_country[Greece],10.721328,0.025832,10.67012,10.77067,11006.010402,13161.099185,1.000522
alpha_country[Grenada],9.924009,0.063914,9.798044,10.048152,2785.781575,4581.021432,1.002491
alpha_country[Guam],10.541258,0.065991,10.409115,10.667927,3339.122668,5462.475972,1.001838
alpha_country[Guatemala],9.942194,0.0206,9.903901,9.984409,11076.012377,13912.827555,1.000574
alpha_country[Guinea],9.482325,0.032605,9.418304,9.546419,21582.657762,13829.713717,1.000245
alpha_country[Guinea-Bissau],9.3285,0.03767,9.252364,9.399288,6579.859341,10404.800788,1.000614
alpha_country[Guyana],9.821196,0.038905,9.745994,9.897884,4836.954989,7966.256763,1.000965
alpha_country[Haiti],9.385397,0.021039,9.344166,9.426903,16263.336874,13663.080988,1.000529
alpha_country[Honduras],9.765004,0.024278,9.719038,9.814436,13594.452809,14616.206341,1.000192
"alpha_country[Hong Kong SAR, China]",10.79053,0.027269,10.735737,10.842633,11882.692733,14005.821209,1.000218
alpha_country[Hungary],10.347618,0.02345,10.300163,10.391754,12192.254827,14356.345655,1.000416
alpha_country[Iceland],10.904455,0.050422,10.803012,11.000667,3184.841602,5093.172703,1.002189
alpha_country[India],9.669774,0.098139,9.476786,9.86031,3311.053815,5615.110958,1.001998
alpha_country[Indonesia],9.835872,0.058342,9.719448,9.950073,3275.760957,5597.005298,1.001751
"alpha_country[Iran, Islamic Rep.]",10.190502,0.042508,10.10557,10.272286,4657.366459,8899.280708,1.000828
alpha_country[Iraq],9.942506,0.044241,9.857564,10.032021,12134.341078,12766.231994,1.000298
alpha_country[Ireland],10.786392,0.024585,10.738646,10.835717,10947.993349,12700.211829,1.000861
alpha_country[Israel],10.788944,0.022939,10.743584,10.833263,14845.757363,14049.013205,1.000109
alpha_country[Italy],10.971883,0.039546,10.893254,11.048324,4580.312824,7338.027571,1.001285
alpha_country[Jamaica],10.129065,0.028494,10.074285,10.185695,7047.12866,11405.758787,1.000285
alpha_country[Japan],11.110365,0.053186,11.004289,11.212537,4935.484176,7908.564666,1.001193
alpha_country[Jordan],9.942928,0.0238,9.897022,9.990132,14136.092927,14098.781427,1.000068
alpha_country[Kazakhstan],10.017476,0.039406,9.939495,10.094316,13025.151881,13703.926496,1.000342
alpha_country[Kenya],9.489506,0.029685,9.432685,9.548551,5162.202614,9033.833872,1.000986
alpha_country[Kiribati],9.226697,0.070655,9.089107,9.366182,3011.60768,4947.239934,1.002293
"alpha_country[Korea, Rep.]",10.675981,0.03862,10.600559,10.752425,5668.862766,9188.183561,1.000903
alpha_country[Kuwait],10.971802,0.030415,10.911589,11.030524,5486.582703,8577.94402,1.000857
alpha_country[Lao PDR],9.280367,0.032467,9.216635,9.342818,17147.614066,15303.603044,1.000224
alpha_country[Latvia],10.058326,0.038508,9.982843,10.132273,9371.070436,12227.359384,1.000351
alpha_country[Lebanon],10.181069,0.029563,10.122874,10.238458,11839.58034,13391.740448,1.000327
alpha_country[Lesotho],9.234161,0.03172,9.170112,9.294276,6871.917524,11458.083426,1.000583
alpha_country[Liberia],9.253475,0.029424,9.194949,9.31015,12331.89219,12792.587223,1.000178
alpha_country[Libya],10.548404,0.03342,10.480414,10.611278,18920.170954,13919.008045,1.000021
alpha_country[Lithuania],10.117442,0.035879,10.0452,10.186096,10725.371248,13803.019537,1.000328
alpha_country[Luxembourg],11.074481,0.042034,10.990984,11.155517,3442.457311,5353.042147,1.002358
"alpha_country[Macao SAR, China]",10.788306,0.047521,10.693644,10.87978,3546.182635,5530.261013,1.001386
alpha_country[Madagascar],9.331576,0.0252,9.280834,9.380221,8706.971825,11678.508962,1.000721
alpha_country[Malawi],9.222341,0.025141,9.173696,9.272251,15000.258195,11957.93437,1.000521
alpha_country[Malaysia],10.34672,0.027067,10.29352,10.399413,6724.120929,10886.878218,1.00081
alpha_country[Maldives],9.952491,0.054166,9.845594,10.05738,3571.900405,6503.199513,1.001512
alpha_country[Mali],9.15646,0.025091,9.105859,9.204249,11156.486101,12772.781904,1.000198
alpha_country[Malta],10.530777,0.052147,10.427642,10.631548,3228.649959,5142.242941,1.001774
alpha_country[Mauritania],9.581034,0.024744,9.532934,9.629693,7044.040665,10810.206279,1.000517
alpha_country[Mauritius],10.072591,0.037616,10.000689,10.148236,4326.568395,7732.651264,1.000979
alpha_country[Mexico],10.514265,0.043638,10.42996,10.601057,3622.405392,5547.690508,1.001228
"alpha_country[Micronesia, Fed. Sts.]",9.642897,0.06731,9.510896,9.770695,2987.901153,4806.552014,1.002207
alpha_country[Moldova],9.417076,0.036692,9.345431,9.48966,12305.2111,12695.94182,1.000479
alpha_country[Mongolia],9.560271,0.05084,9.461582,9.659546,13964.399752,14026.776039,1.000163
alpha_country[Montenegro],9.799049,0.047845,9.706638,9.893111,5045.425632,7659.460761,1.001057
alpha_country[Morocco],9.979985,0.027959,9.925201,10.035361,4788.632493,6774.521125,1.001386
alpha_country[Mozambique],9.203314,0.030241,9.14451,9.262782,8941.326856,11806.813154,1.000596
alpha_country[Myanmar],8.92107,0.036736,8.849146,8.992907,4608.644152,7591.530107,1.001312
alpha_country[Namibia],10.032375,0.031387,9.971981,10.095731,5845.813695,9574.091315,1.000793
alpha_country[Nepal],9.239601,0.02503,9.191483,9.289632,5268.713694,9135.344511,1.001358
alpha_country[Netherlands],11.078507,0.026228,11.026253,11.129019,9628.393421,13712.781239,1.000405
alpha_country[New Caledonia],10.685587,0.055659,10.573393,10.790193,2871.017812,4382.576561,1.002215
alpha_country[New Zealand],10.799273,0.02399,10.752112,10.845884,7993.897933,12769.021211,1.000261
alpha_country[Nicaragua],9.558184,0.029612,9.500737,9.617111,14735.615567,14245.595507,1.000222
alpha_country[Niger],9.206824,0.022262,9.163775,9.250899,12808.959202,13201.949267,1.000625
alpha_country[Nigeria],9.723821,0.051802,9.62629,9.829439,3936.750884,6040.479401,1.001417
alpha_country[North Macedonia],9.772257,0.034822,9.703824,9.840164,6695.335438,9929.795056,1.000457
alpha_country[Norway],11.071073,0.022964,11.026001,11.115853,14928.859833,15231.972877,1.000002
alpha_country[Oman],10.664257,0.033799,10.596217,10.729037,5984.178706,9852.172065,1.00052
alpha_country[Pakistan],9.559712,0.047432,9.468205,9.653501,3114.698875,4898.655581,1.001963
alpha_country[Panama],10.247214,0.025752,10.197288,10.298023,6186.692511,10337.578135,1.000604
alpha_country[Papua New Guinea],9.671239,0.025355,9.623085,9.722148,19328.011384,14546.738502,1.000033
alpha_country[Paraguay],9.93879,0.026011,9.888374,9.990039,11909.329426,13789.563931,1.000124
alpha_country[Peru],10.099977,0.029986,10.041684,10.159349,6822.25492,10860.795279,1.000588
alpha_country[Philippines],9.904594,0.040339,9.824515,9.981229,3810.162841,6345.206769,1.001224
alpha_country[Poland],10.342772,0.035746,10.273362,10.412615,5668.555268,9697.927191,1.00064
alpha_country[Portugal],10.60581,0.02721,10.550857,10.658167,10945.033404,12884.264709,1.000733
alpha_country[Puerto Rico],10.692366,0.026037,10.639535,10.741249,7088.805942,11488.960447,1.000276
alpha_country[Qatar],11.102511,0.040516,11.02276,11.180835,4107.602044,7116.706618,1.001042
alpha_country[Romania],10.094091,0.036141,10.023612,10.164884,11227.489112,13702.026372,1.000178
alpha_country[Russian Federation],10.283724,0.057798,10.175722,10.401666,4225.144265,7195.822937,1.001233
alpha_country[Rwanda],9.144803,0.028429,9.08948,9.200596,20834.125658,14042.661742,1.000073
alpha_country[Samoa],9.61458,0.055417,9.505889,9.722367,2967.501821,4192.262154,1.002245
alpha_country[Sao Tome and Principe],9.378966,0.059149,9.259415,9.491489,3123.179369,4994.124667,1.002499
alpha_country[Saudi Arabia],10.811724,0.03181,10.750196,10.874056,8303.092043,12577.519501,1.000641
alpha_country[Senegal],9.645857,0.020767,9.605817,9.687054,15019.262579,13564.262703,1.000333
alpha_country[Seychelles],10.132507,0.073504,9.993997,10.280279,2973.865667,4760.723317,1.002205
alpha_country[Sierra Leone],9.142788,0.024814,9.09482,9.191875,22016.333526,14507.046057,1.000063
alpha_country[Singapore],10.786311,0.031193,10.724399,10.845812,8517.135809,12168.982993,1.000102
alpha_country[Slovak Republic],10.303141,0.028869,10.248067,10.362064,14155.886279,13729.234014,1.000334
alpha_country[Slovenia],10.440172,0.035793,10.36787,10.508044,6923.972297,11099.48204,1.000499
alpha_country[Solomon Islands],9.529161,0.045453,9.438402,9.616059,3389.532873,5244.78052,1.002037
alpha_country[Somalia],9.008397,0.020772,8.967304,9.048143,17115.437713,14117.622848,1.000546
alpha_country[South Africa],10.364316,0.033474,10.29687,10.427914,4179.191175,6416.556225,1.001253
alpha_country[South Sudan],9.551351,0.050931,9.45017,9.651267,24975.653972,14208.38251,1.000501
alpha_country[Spain],10.834074,0.035213,10.764089,10.903091,5012.2483,8316.392649,1.001143
alpha_country[Sri Lanka],9.686076,0.025416,9.635655,9.735201,6544.609505,11831.224359,1.00091
alpha_country[Sudan],9.585152,0.030526,9.525382,9.644799,6227.987934,8437.894737,1.000613
alpha_country[Suriname],10.130083,0.044403,10.04451,10.218891,3728.330235,6369.479198,1.001882
alpha_country[Sweden],11.071241,0.023916,11.023615,11.116675,14329.789111,14793.340081,1.000088
alpha_country[Switzerland],11.145607,0.023941,11.099179,11.192699,15586.030401,15072.520564,1.000224
alpha_country[Syrian Arab Republic],9.849361,0.026126,9.798029,9.900055,9677.735614,12869.880581,1.00087
alpha_country[Tajikistan],9.002113,0.034353,8.932306,9.067782,23085.091285,14294.39018,1.000148
alpha_country[Tanzania],9.456656,0.039064,9.378819,9.532446,6307.27718,10508.83084,1.000488
alpha_country[Thailand],10.076517,0.037712,10.00359,10.149803,4154.915815,6284.987062,1.001391
alpha_country[Timor-Leste],9.061479,0.039646,8.983695,9.138997,4603.624813,7890.601626,1.000938
alpha_country[Togo],9.347346,0.022475,9.303448,9.391078,16757.02214,13638.369126,1.000508
alpha_country[Tonga],9.498028,0.065366,9.370573,9.62547,2903.943384,4775.510945,1.002456
alpha_country[Trinidad and Tobago],10.372493,0.033328,10.306771,10.437095,4435.959354,6987.616066,1.000805
alpha_country[Tunisia],10.029858,0.02263,9.985101,10.073604,13541.269297,14151.281474,1.000489
alpha_country[Turkmenistan],9.660876,0.036038,9.588779,9.730248,20157.974269,12736.004915,1.000255
alpha_country[Uganda],9.208937,0.027753,9.154281,9.263098,5519.985001,9162.255783,1.000965
alpha_country[Ukraine],9.759429,0.046381,9.669684,9.851634,6153.278653,9463.157099,1.000864
alpha_country[United Arab Emirates],11.188769,0.035371,11.117652,11.256627,9387.303711,12589.539569,1.00049
alpha_country[United Kingdom],11.024834,0.038684,10.95111,11.10175,3886.911554,5633.017855,1.001173
alpha_country[United States],11.265369,0.062924,11.140921,11.388957,3218.787045,5565.215466,1.00204
alpha_country[Uruguay],10.2614,0.026539,10.208298,10.312077,9603.829606,12478.737886,1.000188
alpha_country[Uzbekistan],9.58311,0.03961,9.50647,9.660816,8423.546265,12470.976044,1.000513
alpha_country[Vanuatu],9.617286,0.055444,9.50903,9.726848,3082.258262,4215.756147,1.00209
"alpha_country[Venezuela, RB]",10.435523,0.027365,10.380613,10.487854,7303.106114,11908.36065,1.0008
alpha_country[Viet Nam],9.462091,0.050775,9.362207,9.560874,5294.209306,8815.142306,1.000977
alpha_country[West Bank and Gaza],9.777852,0.033476,9.714859,9.846515,8303.25311,12720.836962,1.000311
alpha_country[Zambia],9.574688,0.025357,9.523436,9.622987,18680.075807,13475.548903,1.000212
alpha_country[Zimbabwe],9.677259,0.026968,9.624644,9.730362,14351.737565,13582.166582,1.000187
nu,3.72737,0.177681,3.386428,4.080194,9521.710162,12185.122108,1.000313
