ISO3,Country,Region,GDP_2024,GDPpc_2024,Pop_2024,GDP_2050,GDPpc_2050,Pop_2050,GDP_2075,GDPpc_2075,Pop_2075,GDP_2100,GDPpc_2100,Pop_2100,g_agg,g_pc,g_pop,identity_residual,GDP_2100_lo,GDP_2100_hi,beta_expansion,beta_contraction,alpha_decadal,rank_agg_2024,rank_pc_2024,rank_agg_2050,rank_pc_2050,rank_agg_2075,rank_pc_2075,rank_agg_2100,rank_pc_2100
CHE,Switzerland,Europe & Central Asia,818705075197.716,91762.70104113828,8921981.0,1185902307436.1348,126935.12346968331,9342586.0,1792109019904.3171,196018.85209333836,9142534.0,2579821554529.451,282685.1328925096,9126131.0,0.015101994673106167,0.014804312701303293,0.00029768197180287233,1.2468324983583301e-18,721230353642.9131,9791526695071.953,1.0,1.0,0.22066567436967763,19,3,21,3,23,3,25,3
SWE,Sweden,Europe & Central Asia,581372334803.1775,54810.25639798566,10606999.0,1015190813214.5071,89763.39749527677,11309630.0,1654711264031.1992,144866.50293147145,11422318.0,2558982713864.2534,225125.90190534457,11366896.0,0.019499653656141362,0.0185892430623921,0.0009104105937492638,-1.8431436932253575e-18,693289643149.9882,8741897225201.845,1.0,1.0,0.22655972643067465,22,12,22,9,26,9,26,9
IRQ,Iraq,Middle East & North Africa,199793108942.4089,4339.365011336035,46042015.0,588682820214.8646,8184.249277442811,71928750.0,1322395735382.2356,14512.02893361819,91124111.0,2466679235949.078,24507.723509588388,100649056.0,0.03307033829374034,0.022779740611906078,0.01029059768183427,-5.204170427930421e-18,548838147812.987,9712072376128.203,1.0,1.0,0.22035769391461654,52,105,38,101,30,89,27,86
BEL,Belgium,Europe & Central Asia,540662808289.65234,46057.90305926207,11738763.0,873397862094.3647,73574.65909462722,11870906.0,1429013953178.0237,125081.48626323047,11424664.0,2320552856650.0557,209798.81982376537,11060848.0,0.019167959564501284,0.01995065399515902,-0.0007826944306577328,-2.8189256484623115e-18,652354611946.9384,6533453446963.62,1.0,1.0,0.22810874327124797,23,18,29,18,27,18,28,13
BGD,Bangladesh,South Asia,332056505597.59717,1913.1826620983175,173562364.0,792666464728.3477,3691.815930502226,214709097.0,1417872081738.9312,6282.7505198566905,225676967.0,2303770408174.1455,11044.14614563431,208596516.0,0.02548680546845854,0.023067531006376724,0.0024192744620818133,3.0357660829594124e-18,458208495088.5841,8784390409428.7,1.0,1.0,0.26948521799743413,41,135,32,130,28,131,29,126
VNM,Viet Nam,East Asia & Pacific,389206265822.6526,3853.997266782136,100987686.0,782291345656.3625,7111.163631006705,110008908.0,1333439373528.732,12912.600289552995,103266526.0,2097224661704.567,22869.224053523463,91705108.0,0.022161325138933513,0.023430016027415144,-0.0012686908884816316,2.168404344971009e-19,538952946043.1155,7780101517461.642,1.0,1.0,0.27198591659428223,36,112,33,107,29,98,30,89
KAZ,Kazakhstan,Europe & Central Asia,238259133478.12253,11570.14990882501,20592571.0,572252983164.655,21558.441462389525,26544265.0,1166489629683.9521,37854.33766972831,30815217.0,2046887207902.7627,60788.673234524445,33672181.0,0.028298902703718848,0.021828618135885335,0.006470284567833515,-2.6020852139652106e-18,531560458976.974,7325494903054.229,1.0,1.0,0.23137240713638849,46,65,40,57,34,54,31,55
THA,Thailand,East Asia & Pacific,471882490676.6163,6584.283337744873,71668011.0,720840341397.1875,10858.852703149207,66382735.0,1073842842488.8564,19436.95537995481,55247482.0,1646780876120.3706,36149.23776577578,45555065.0,0.016445364248916804,0.02240750482012317,-0.005962140571206362,-2.6020852139652106e-18,405368126361.857,5429157699414.024,1.0,1.0,0.2678274622967556,27,84,34,79,36,72,32,68
IRL,Ireland,Europe & Central Asia,508869319900.12964,96834.9521800081,5255017.0,807433990494.7888,135247.6231314267,5970042.0,1192413654215.5347,208895.26506840167,5708189.0,1612184014732.124,304984.3769593055,5286120.0,0.015173076643728139,0.015095428248174655,7.764839555348425e-05,-5.827586677109586e-19,442762763873.07996,5543736910650.507,1.0,1.0,0.24437219297186846,26,2,31,2,31,2,33,2
IRN,"Iran, Islamic Rep.",Middle East & North Africa,526092441393.7785,5745.390820878184,91567738.0,868999864874.9692,8531.149246951896,101861993.0,1177462711653.8599,12547.472899998129,93840626.0,1562607600925.3223,19521.543133940537,80045291.0,0.014324135558428212,0.01609369335346204,-0.0017695577950338278,-6.505213034913027e-19,351418837306.8694,6584042952003.263,1.0,1.0,0.20566192174128003,25,94,30,98,33,101,34,97
POL,Poland,Europe & Central Asia,653823370851.1653,16965.151167798347,38539201.0,875033961424.5905,26666.404627590244,32814096.0,1132430867510.568,44350.50053175161,25533666.0,1506564729783.5588,77939.84884113928,19329839.0,0.010983553747589454,0.02006284278575644,-0.009079289038166983,-3.469446951953614e-18,355615547987.5827,4861926242021.231,1.0,1.0,0.2372599208103195,20,51,28,52,35,49,35,47
AUT,Austria,Europe & Central Asia,434366966300.0587,47623.7114279241,9120813.0,641775760110.7466,73561.59303781041,8724332.0,976560359933.3623,123034.20251971604,7937308.0,1480710188570.3713,200114.1439560959,7399328.0,0.01613667615140058,0.018888909830008002,-0.002752233678607425,1.3010426069826053e-18,414665108104.07654,4498546281403.608,1.0,1.0,0.2284032889825868,31,15,37,19,38,20,36,16
QAT,Qatar,Middle East & North Africa,177221108048.98288,58135.34015751189,3048423.0,372066503360.32153,89343.25555223628,4164461.000000001,703390445620.5028,126728.88831284025,5550356.0,1430031144605.9695,196642.02478652698,7272256.0,0.02747438620354603,0.01603435788706012,0.011440028316485912,0.0,317922981329.3706,4585741450715.949,1.0,1.0,0.2105624417978428,53,10,49,10,45,16,37,19
DNK,Denmark,Europe & Central Asia,359061811347.71497,60069.77791521062,5977412.0,588330835835.1161,96056.55461174909,6124838.0,916781702527.22,152161.87746528903,6025042.0,1422745470501.2964,242656.15841225983,5863216.0,0.01811643636489694,0.018370244784071302,-0.0002538084191743623,-8.131516293641283e-19,424002551331.7059,4437312731603.468,1.0,1.0,0.22472466254329812,39,9,39,8,40,6,38,6
NOR,Norway,Europe & Central Asia,444825110453.07306,79765.50667479692,5576660.0,688017416861.844,116616.5014039973,5899829.0,1008069359523.0369,176310.52575277697,5717579.0,1373607144544.4287,253731.8193755874,5413618.0,0.014835714686819443,0.015226141002384355,-0.0003904263155649124,3.7947076036992655e-19,338013582038.71497,5426700446652.719,1.0,1.0,0.23000930590530408,29,4,35,4,37,4,39,5
AGO,Angola,Sub-Saharan Africa,104638490374.21423,2761.9412824618034,37885849.0,325326250179.4552,4378.8212520880525,74295394.0,756831032162.6252,6568.525499328939,115220841.0,1369634655512.79,9128.124335828727,150045574.0,0.033839313785487456,0.015729295238646177,0.018110018546841276,3.469446951953614e-18,289546902776.551,6132059180413.698,1.0,1.0,0.13440088640135084,61,122,54,126,42,129,40,132
UZB,Uzbekistan,Europe & Central Asia,135919481321.57135,3737.9684388955843,36361859.0,358496595395.87646,6866.336167632061,52210755.0,726729286748.6151,11165.823679906438,65085148.0,1352326884286.266,18188.658955520797,74350005.0,0.030230517689444805,0.020819157892858098,0.009411359796586707,0.0,358635194662.0194,5118765212408.427,1.0,1.0,0.22874727090726746,55,115,50,111,43,107,41,102
ZAF,South Africa,Sub-Saharan Africa,368733201858.9377,5760.809358157509,64007187.0,655709366117.6892,8281.529355444896,79177328.0,948383013014.313,10737.649701434586,88323147.0,1338350283918.516,14190.29970804172,94314448.0,0.016962100667637703,0.011861587284438375,0.005100513383199327,0.0,295812424628.09595,5862172467150.695,1.0,1.0,0.13122439910437225,37,93,36,100,39,110,42,115
ARG,Argentina,Latin America & Caribbean,600283645369.5046,13136.413617816426,45696159.0,911079981858.3738,18859.447266294494,48308944.0,1180082608351.184,26157.141021389325,45115122.0,1312871097664.544,34318.05313794112,38255990.0,0.010296965918270723,0.012635309298650234,-0.0023383433803795097,-8.673617379884035e-19,321106595047.82556,5408516278487.998,1.0,1.0,0.14529452170516924,21,60,27,65,32,66,43,71
DZA,Algeria,Middle East & North Africa,219601827982.43463,4690.912615485732,46814308.0,463738466838.2987,7785.346323452288,59565554.0,805481769967.0514,12518.724619841423,64342159.0,1182575724025.995,18338.053559194403,64487527.0,0.02215308055000619,0.01793883130576978,0.004214249244236407,1.734723475976807e-18,245533910164.07822,4672189769815.532,1.0,1.0,0.20511337849792102,51,101,43,104,41,102,44,101
NZL,New Zealand,East Asia & Pacific,226942506516.8489,43526.07287628116,5213944.0,426842108995.3098,74165.20406890321,5755288.0,724587562461.7268,123524.29110598362,5865952.0,1154851862706.0156,198691.26740617095,5812293.0,0.021408297989305075,0.019978842959870863,0.0014294550294342073,4.336808689942018e-18,312706204267.2722,3589237723468.356,1.0,1.0,0.24560931179582002,47,22,45,17,44,19,45,17
FIN,Finland,Europe & Central Asia,259174999923.78067,46138.63217870843,5617310.0,414965711170.8009,77539.84264105726,5351645.0,646200266960.1421,129525.19014561498,4988993.0,943361756377.5273,205031.4854491135,4601058.0,0.016999293724154093,0.01962517036338162,-0.002625876639227528,4.336808689942018e-19,270399925356.86105,2729585895516.703,1.0,1.0,0.23084013202902107,43,17,46,15,48,13,46,15
PRT,Portugal,Europe & Central Asia,242681461038.05328,23278.14521051816,10425292.0,338951224465.12354,34692.10060448923,9770271.0,543934696376.2202,60828.35536347071,8942124.0,932604355153.8357,106534.81152688891,8753987.0,0.017713570141873556,0.020012590183356996,-0.0022990200414834392,-1.3010426069826053e-18,219644651062.35538,2939075539656.59,1.0,1.0,0.23194436968630214,44,38,51,40,50,33,47,32
ETH,Ethiopia,Sub-Saharan Africa,109994665124.8636,832.9157897489218,132059767.0,303727605636.9928,1349.7692419325579,225021875.0,575982302594.9465,1863.671666987577,309057820.0,927668565892.1584,2525.714248361553,367289596.0,0.028055824400247804,0.014596666158277696,0.013459158241970108,0.0,227500711798.31387,4004351124857.661,1.0,1.0,0.14507925467414262,59,161,55,160,49,163,48,164
TZA,Tanzania,Sub-Saharan Africa,71511273169.94342,1043.0441862894716,68560157.0,209794513795.26398,1618.5212944360246,129621102.0,477998417337.66187,2404.2621035515185,198812940.0,885197123110.3789,3367.885033387118,262834721.00000003,0.03310467439735488,0.01542291343532797,0.017681760962026907,0.0,177470007930.01318,3977144339163.003,1.0,1.0,0.1311741746338882,75,154,62,154,54,155,49,152
KWT,Kuwait,Middle East & North Africa,122336288131.5622,24791.998092527218,4934507.0,228945954460.27408,35953.94585789312,6367756.0,452853914464.9568,57897.432291843594,7821658.0,820405367856.6245,85440.96768205342,9602014.0,0.02503980074201288,0.016280325756158915,0.00875947498585396,3.469446951953614e-18,169204613345.5415,3059567610240.452,1.0,1.0,0.19223829023049518,57,36,60,38,57,38,50,41
CZE,Czechia,Europe & Central Asia,225330528197.14905,20988.58863525956,10735859.0,325392737277.0581,33117.023382530424,9825543.0,518030601643.8718,59024.16505324928,8776585.0,808571775217.6893,98269.84767978436,8228075.999999999,0.01681185674194912,0.02031234671904738,-0.0035004899770982568,-2.168404344971009e-18,201032517862.43225,2570261991755.649,1.0,1.0,0.22688968748253563,49,43,53,43,52,34,51,35
SGP,Singapore,East Asia & Pacific,402384906082.25574,68991.46200042208,5832387.0,536150375946.84045,88158.10864886764,6081691.0,693168169882.3336,127279.69931128342,5446023.0,801617459739.9402,192557.08600886574,4163012.0,0.009068715827105505,0.013505393455844138,-0.0044366776287386315,-8.673617379884035e-19,220617776496.4173,2801784708534.4834,1.0,1.0,0.27549763901318264,35,5,42,12,46,15,52,20
COL,Colombia,Latin America & Caribbean,362726068816.8113,6858.593562518399,52886363.0,547085846753.8917,9212.470453850967,59385357.0,688511024944.5278,12332.721225988058,55827989.0,787567694996.2241,16728.01433290726,47080764.0,0.010201334353639603,0.011731347608816263,-0.0015300132551766571,-2.3852447794681098e-18,181373051550.36856,3488259717525.786,1.0,1.0,0.15306408499203353,38,79,41,93,47,104,53,109
CIV,Cote d'Ivoire,Sub-Saharan Africa,73123806476.2682,2289.8252588607334,31934230.0,198276694317.6349,3556.7249837392083,55746985.0,426685429824.91736,5252.4415494810355,81235636.0,783667260022.9465,7532.160965601543,104042819.0,0.031208296490773953,0.01566719043399906,0.015541106056774895,-1.734723475976807e-18,170735599441.29913,3649320903079.0024,1.0,1.0,0.13403816483658057,72,128,63,132,59,136,54,137
OMN,Oman,Middle East & North Africa,92118028645.11627,17441.51583215273,5281538.0,224228911078.90515,28648.122369063552,7827002.0,408484430007.0874,40720.71839538976,10031366.0,769807429681.6124,63646.77009249217,12094996.0,0.027935127860279102,0.017032832200201683,0.010902295660077421,-1.734723475976807e-18,179835479927.79108,2425867135951.8706,1.0,1.0,0.2181683695639723,65,50,61,47,60,52,55,52
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,57764649697.7874,528.6111279314625,109276265.0,182438653900.43896,835.9309848217518,218246072.0,427776625961.0604,1268.8059099221507,337148986.0,698805296208.65,1622.4517579563412,430709445.0,0.03280256796820486,0.014755798175360874,0.01804676979284399,0.0,139792531385.58887,3322715940387.1196,1.0,1.0,0.1177854326220299,83,170,65,171,58,171,56,172
ROU,Romania,Europe & Central Asia,240687526848.85406,12657.713014467989,19015088.0,326426048899.68695,20366.920278211328,16027266.0,460396287042.4999,35517.19728500311,12962630.0,657698453513.0078,61077.930358088,10768185.0,0.013226934550296195,0.020708997918784746,-0.007482063368488548,-3.469446951953614e-18,157753946246.17404,2214003779570.7944,1.0,1.0,0.23102088382101532,45,62,52,59,55,56,57,54
PER,Peru,Latin America & Caribbean,225673750818.34344,6595.205835806607,34217848.0,382447552519.6676,9423.632984677648,40583876.0,522058572011.05383,12610.005656258649,41400344.0,630775874685.0769,16528.32854199806,38163319.0,0.013524476748898553,0.012088589388335519,0.001435887360563034,6.505213034913027e-19,154679454760.57138,2721170600528.493,1.0,1.0,0.1500686444065562,48,82,48,89,51,100,58,111
GRC,Greece,Europe & Central Asia,224111909946.42966,22304.537388213743,10047817.0,289445888360.04663,32846.52995341351,8812069.0,406152948776.3877,55861.74785778495,7270681.0,599394843405.1902,95512.30801648839,6275577.0,0.012944408247964372,0.019137697247946412,-0.006193288999982038,-1.734723475976807e-18,164273858914.66602,1936598493209.4204,1.0,1.0,0.22839934485425503,50,40,56,44,61,42,59,38
HUN,Hungary,Europe & Central Asia,160822085387.33902,16620.487972453775,9676135.0,240467836741.44305,27559.68751058761,8725347.0,366818131734.2709,46451.26716975464,7896838.0,588456026761.47,78873.64928150855,7460743.0,0.017068467220758627,0.02048961903109273,-0.0034211518103341013,-1.3010426069826053e-18,143798783041.2798,1993317270543.9197,1.0,1.0,0.23869217336946708,54,54,58,49,64,48,60,46
KEN,Kenya,Sub-Saharan Africa,101581493378.56432,1800.038881164242,56432944.0,230377396962.11282,2755.933371143961,83593239.0,397059692877.0559,3968.112096975433,100062620.0,541991886860.6205,5201.682288204582,104195500.0,0.022031442969326596,0.013962813485708466,0.008068629483618129,1.734723475976807e-18,124850051439.82219,2406880151207.152,1.0,1.0,0.13584030406194136,62,136,59,139,62,141,61,142
MAR,Morocco,Middle East & North Africa,133821663983.33578,3514.1161219833166,38081173.0,256864825233.9694,5913.035835992728,43440431.0,394505142199.28723,9280.30627291567,42509927.0,533835009954.27325,14091.167675594797,37884370.0,0.018204983859598844,0.018273160004965993,-6.81761453671487e-05,1.7618285302889447e-19,114837685107.5288,2104503255257.4934,1.0,1.0,0.21436523287027068,56,117,57,118,63,117,62,116
LKA,Sri Lanka,South Asia,89841852087.30634,3888.65753347184,23103565.0,178464770217.62955,7192.189884601184,24813690.0,307522535706.62836,12902.97542235176,23833459.0,495168072261.7853,23302.678308362374,21249406.0,0.022458504200601543,0.023559267260943945,-0.0011007630603424015,-8.673617379884035e-19,110322700652.1713,1745752730099.8574,1.0,1.0,0.28211101231322494,66,111,66,106,65,99,63,88
CHL,Chile,Latin America & Caribbean,285164628740.60034,14427.924752611621,19764771.0,395260250864.6097,19451.491078166327,20320306.0,460178343368.3363,26221.875735756315,17549406.0,493488192563.41174,36743.526325479914,13430616.0,0.007216214137858825,0.012299954053651498,-0.005083739915792673,0.0,113200592261.50284,2025707992211.3003,1.0,1.0,0.15804557663352323,42,59,47,64,56,65,64,67
GHA,Ghana,Sub-Saharan Africa,71641064559.57791,2080.9307536017054,34427414.0,160715406078.24854,3179.143802711804,50553047.0,280246874172.1166,4523.623321329495,61951859.0,441546060908.0265,6536.799331661288,67547746.0,0.0239291303406403,0.01506095230957627,0.00886817803106403,0.0,88281654422.59749,2097210679477.6633,1.0,1.0,0.13523534999086276,74,132,69,136,66,138,65,140
HKG,"Hong Kong SAR, China",East Asia & Pacific,337016280806.055,45451.16882837739,7414909.0,439174199205.7573,72106.66094952867,6090619.0,510317199037.5801,131480.82900920697,3881305.0,439146423819.47473,211098.55487500294,2080291.0,0.0034829165359571233,0.02020640226385278,-0.016723485727895657,0.0,122085149269.21988,1274727423691.226,1.0,1.0,0.2677536587862341,40,19,44,20,53,11,66,10
TKM,Turkmenistan,Europe & Central Asia,59395060761.00869,7925.15532875033,7494498.0,144646129313.70245,15005.239714076655,9639708.0,267369242980.46152,26032.25966441604,10270689.0,434356300765.25244,43668.83036443741,9946598.0,0.02617965915861532,0.022455166634506706,0.0037244925241086122,1.3010426069826053e-18,123292571780.44484,1576945333758.599,1.0,1.0,0.2322134220744165,81,74,71,69,69,68,67,62
UGA,Uganda,Sub-Saharan Africa,47175523656.87273,943.2257698710766,50015092.0,135103548988.49956,1581.4309739958892,85431202.0,269776839882.95905,2420.158828645186,111470717.0,421864213812.4729,3491.2363429064017,120835192.0,0.02882642503345985,0.017219809669069525,0.011606615364390324,0.0,93163992589.87988,1712242878090.9888,1.0,1.0,0.14641707678018168,88,158,74,157,68,154,68,151
