ISO3,g_pop_pct,g_agg_A_pct,g_agg_B_pct,g_agg_fitted_pct,oadr_2024,oadr_2050,oadr_2100,pressure_2050_pct,pressure_2100_pct,benefit_shortfall_2050_pct,benefit_shortfall_2100_pct,benefit_shortfall_2100_fitted_vs_B_pct,debt_wedge_pp_per_100pct_debt,doubling_years_A,doubling_years_B,doubling_delay_years,npv_ratio_B_over_A,gdp_2100_ratio_B_over_A
COD,1.8046769792843989,2.4733287098403904,3.280256796820486,2.4733287098403904,0.0587788156448667,0.0700918685126121,0.2217359815775827,11.924682003818733,37.723792006507956,36.51193986211461,84.64508667555461,84.64508667555461,-0.8069280869800959,,42.0,,1.481902233358742,1.8464508667555461
COL,-0.1530013255176657,1.1620465432815048,1.0201334353639604,1.1620465432815048,0.1471570085441169,0.3303889552932157,0.5818744489552156,22.451459061439593,39.5410626182152,-0.045280460772423314,-10.224130627383744,-10.224130627383744,0.14191310791754447,57.0,59.0,2.0,0.987736034572817,0.8977586937261625
COM,1.0405130484901672,2.2468329709655563,2.4840585494938243,2.2468329709655563,0.0575938558875978,0.0898511880012196,0.2083760432415395,15.60082870238387,36.18025569397776,10.780852158524002,19.75663306178024,19.75663306178024,-0.2372255785282676,59.0,45.0,-14.0,1.1167796210328291,1.1975663306178026
CPV,-0.30292318799192336,0.9606476489656913,0.9429605221602242,0.9606476489656913,0.0765069166263425,0.1773167013660278,0.5144259126167877,23.176558301524203,67.23913801535468,-0.57129426273268,-1.335227324436128,-1.335227324436128,0.01768712680546708,54.0,54.0,0.0,0.9959500415105896,0.9866477267556386
CRI,-0.4030228225040147,0.9805622335475278,0.768736515900097,0.9805622335475278,0.17725093199404943,0.3841561499902629,0.6551179156042569,21.67301157001305,36.959913735531174,-0.6758291908580683,-14.869732633485066,-14.869732633485066,0.21182571764743083,56.0,62.0,6.0,0.9725108464890904,0.8513026736651491
CUB,-0.8912554101729028,0.6153261930973972,0.34655084388579604,0.6153261930973972,0.2613357335677491,0.5675874834581303,0.651138434523588,21.718709328779486,24.915782684375458,-9.73161523254824,-18.475717505550616,-18.475717505550616,0.26877534921160123,50.0,60.0,10.0,0.9274259579350701,0.8152428249444938
CUW,-0.5680130328803183,0.8483882479136454,0.6613393872305792,0.8483882479136454,0.3158087209246374,0.40488895900810185,0.5550792928950857,12.820702285315358,17.576439664804138,-3.116844853168521,-13.25150657052484,-13.25150657052484,0.1870488606830663,50.0,55.0,5.0,0.9596548096198463,0.8674849342947516
CYP,-0.08289166166248645,1.9920050032001173,1.8957616497413077,1.9920050032001173,0.23247359074738566,0.4230769688098615,0.6173091853587611,18.198926056490972,26.553948918419383,-0.27881995181220365,-7.053390457471975,-7.053390457471975,0.09624335345880981,37.0,39.0,2.0,0.9784214866550853,0.9294660954252804
CZE,-0.35004899770982567,1.8140514886797607,1.681185674194912,1.8140514886797607,0.33577449467351955,0.5403134463118631,0.5394881276575608,16.09155712786407,16.066977576188933,-6.203720487166075,-9.604709755143459,-9.604709755143459,0.13286581448484874,35.0,38.0,3.0,0.9442193839727837,0.9039529024485656
DEU,-0.2317119613286237,1.7522466164765185,1.6402473725545597,1.7522466164765185,0.3744510093567971,0.5439037009234078,0.6181947645230292,14.525363460968723,16.509363016137048,-5.340573883455246,-8.159740272793048,-8.159740272793048,0.1119992439219588,36.0,39.0,3.0,0.9475199197365053,0.9184025972720696
DNK,-0.02538084191743623,1.8514904825887424,1.811643636489694,1.8514904825887424,0.3357586808873112,0.4098737913664514,0.5320337625485607,12.207392234305777,15.845718750816879,-0.9495548895061323,-2.982964872726812,-2.982964872726812,0.03984684609904844,38.0,38.0,0.0,0.9840256351409538,0.9701703512727318
DOM,0.028176809956395425,1.4224066753250866,1.4137990382603554,1.4224066753250866,0.1319101962830892,0.2469274803634295,0.5600600911634828,18.71936266651477,42.45768006906393,-0.20579884539055904,-0.6520453151729999,-0.6520453151729999,0.008607637064731236,48.0,48.0,0.0,1.0016337441701788,0.9934795468482699
DZA,0.4214249244236407,2.1374264905080236,2.215308055000619,2.1374264905080236,0.1205729837040576,0.2692408664743041,0.515358129868359,22.330115603272034,42.742421563796455,8.046111484908437,6.097679552860935,6.097679552860935,-0.07788156449259516,42.0,37.0,-5.0,1.0698389194923148,1.0609767955286094
ECU,0.06764157492827223,1.3527123690254133,1.3109880433723542,1.3527123690254133,0.1357268215199409,0.2571324402366439,0.5514370747520899,18.944850940819105,40.628452694670464,3.088070513435448,-3.121298256258631,-3.121298256258631,0.04172432565305896,53.0,51.0,-2.0,1.011097089077628,0.9687870174374138
ESP,-0.4854896588131024,1.6492293963436488,1.4605190041239997,1.6492293963436488,0.3440208009043174,0.7117674960517493,0.6652276508330841,20.689664525538774,19.336843850267766,-7.299263758736596,-13.36098030799625,-13.36098030799625,0.18871039221964922,36.0,40.0,4.0,0.9301605637044742,0.8663901969200376
