,mean,sd,hdi_2.5%,hdi_97.5%,ESS_bulk,ESS_tail,R_hat
z_alpha_country[THA],0.260053,0.969307,-1.563059,2.292196,7362.388184,3904.95505,1.000553
z_alpha_country[TJK],-0.107935,0.98421,-2.018381,1.79826,9033.947631,4397.508375,1.001726
z_alpha_country[TKM],0.072752,0.978388,-1.798996,2.033602,9037.890682,4167.308912,1.000993
z_alpha_country[TLS],0.293005,0.984398,-1.641371,2.271931,7238.339071,4023.524861,1.000519
z_alpha_country[TON],-0.104283,0.97155,-2.0352,1.708203,8697.652368,4454.282161,1.000016
z_alpha_country[TTO],0.058204,0.945656,-1.751048,1.910279,9831.882011,4400.852731,1.000477
z_alpha_country[TUN],0.060837,0.958621,-1.803079,1.936591,9225.442032,4079.182315,1.000085
z_alpha_country[TZA],-0.113942,0.957522,-1.977528,1.810665,9331.666699,3871.129894,1.001685
z_alpha_country[UGA],0.257724,0.997066,-1.624409,2.19361,7083.424694,4262.722126,1.001701
z_alpha_country[UKR],-0.29714,0.975406,-2.190244,1.61003,7447.535859,4514.476598,1.000204
z_alpha_country[URY],0.026374,0.938411,-1.882562,1.837621,9224.2105,3642.367646,1.000921
z_alpha_country[USA],0.002771,0.971752,-1.924034,1.883606,7875.232502,4068.763393,1.000828
z_alpha_country[UZB],-0.004081,0.954238,-1.872069,1.916798,9419.883851,4100.59298,1.001572
z_alpha_country[VEN],-0.481871,1.000665,-2.476495,1.433061,4325.849501,3960.579403,1.000655
z_alpha_country[VNM],0.357147,1.007839,-1.687249,2.250433,6837.973291,4190.293694,1.000338
z_alpha_country[VUT],-0.242351,0.952741,-2.129068,1.598853,7793.184601,4240.838102,1.000379
z_alpha_country[WSM],-0.246346,0.963659,-2.1175,1.645649,7536.830839,4387.90436,1.001324
z_alpha_country[ZAF],-0.144508,0.976874,-1.891422,1.858725,7591.414995,4463.144548,1.000999
z_alpha_country[ZMB],-0.169503,0.969796,-2.164488,1.674815,8202.32623,4387.22299,1.000296
z_alpha_country[ZWE],-0.229951,0.974271,-2.198083,1.65233,7339.334089,4050.065136,1.000206
sigma_beta_region,0.123973,0.103762,0.000114,0.327126,1364.93054,1750.408711,1.00195
sigma_beta_country,0.231794,0.074795,0.074492,0.372908,574.358757,470.114607,1.005532
sigma_delta_region,0.233611,0.177003,0.000121,0.57731,4216.796996,2955.855279,1.000519
sigma_alpha_region,0.07806,0.037795,0.020108,0.153972,1149.87153,1497.676041,1.004478
sigma_alpha_country,0.029057,0.01877,3e-05,0.062348,728.911667,1355.206877,1.0076
tau_period[1961-1970],0.153596,0.021464,0.11149,0.19639,9042.910478,4223.723962,1.000504
tau_period[1971-1980],0.054352,0.020285,0.013766,0.092995,8556.841189,4425.920217,1.000558
tau_period[1981-1990],-0.114193,0.018974,-0.150093,-0.076699,8198.011469,4221.549962,0.999999
tau_period[1991-2000],-0.069714,0.017381,-0.10506,-0.037021,9502.151131,3960.866775,1.00153
tau_period[2001-2010],0.054459,0.017516,0.020675,0.089794,8551.727244,4153.496803,1.000572
tau_period[2011-2020],-0.078501,0.018064,-0.113176,-0.042742,7724.308513,4273.461892,1.001565
sigma,0.242866,0.006231,0.230585,0.254837,4968.978245,4412.587235,1.000521
beta_region[East Asia & Pacific],0.801915,0.133758,0.52003,1.053393,3326.601776,3875.528081,1.001176
beta_region[Europe & Central Asia],0.818852,0.143465,0.528244,1.109799,4116.05064,4641.069264,1.00069
beta_region[Latin America & Caribbean],0.830393,0.133213,0.568693,1.088362,3208.056735,3895.120782,1.000228
beta_region[Middle East & North Africa],0.732072,0.136802,0.467451,1.006593,2237.050498,3471.878918,1.001682
beta_region[North America],0.792871,0.185612,0.415703,1.179808,3540.464858,3472.226728,1.000638
beta_region[South Asia],0.811527,0.158834,0.478615,1.123533,2643.650363,3324.772344,1.001084
beta_region[Sub-Saharan Africa],0.827915,0.131014,0.580349,1.096508,2887.51728,3803.242123,1.00004
beta_country[ABW],0.835989,0.265558,0.321977,1.379346,6596.369053,4172.404543,1.000929
beta_country[AFG],0.80526,0.246829,0.312122,1.285833,5039.531741,3685.074972,1.001423
beta_country[AGO],0.785815,0.232016,0.330552,1.254775,5492.169186,3933.721563,1.00077
beta_country[ALB],0.775352,0.270137,0.225798,1.287391,7111.805134,4414.034421,1.000407
beta_country[ARE],0.653814,0.187169,0.296817,1.026551,4740.005548,3962.709811,1.000661
beta_country[ARG],0.795757,0.269276,0.262952,1.350103,5883.070062,3925.553614,0.999917
beta_country[ARM],0.854747,0.272762,0.314145,1.410535,6808.031678,4385.603029,1.001232
beta_country[ATG],0.801845,0.263146,0.285217,1.335345,6193.822498,4140.066684,1.000616
beta_country[AUS],0.750255,0.267287,0.207183,1.282841,6039.0432,4579.641879,1.001094
beta_country[AUT],0.811656,0.28384,0.229812,1.368501,6923.470595,4153.590051,1.000524
beta_country[AZE],0.881779,0.269942,0.376076,1.444799,6407.34413,3874.055061,1.003305
beta_country[BDI],0.742466,0.236786,0.279632,1.216235,4625.913106,3861.107021,0.999923
beta_country[BEL],0.806521,0.268339,0.296429,1.364709,7070.6115,4282.787964,1.000606
beta_country[BEN],0.858479,0.235296,0.413647,1.348156,5470.109756,4595.09769,1.00043
beta_country[BFA],0.946597,0.245466,0.493283,1.457708,4409.797281,4839.696297,1.000201
beta_country[BGD],0.765865,0.26271,0.246242,1.280196,4319.220884,4339.802128,1.000771
beta_country[BGR],0.806839,0.277912,0.274156,1.394297,6519.026543,4000.37162,1.000113
beta_country[BHR],0.676623,0.200708,0.264508,1.049966,4141.002407,3969.413808,1.001359
beta_country[BIH],0.718211,0.28043,0.131302,1.256911,5868.842318,4792.322074,1.000837
beta_country[BLR],0.818085,0.284958,0.239269,1.382971,7060.358293,4000.162197,1.000219
beta_country[BLZ],0.8513,0.228535,0.41439,1.3176,5565.795198,4522.727233,1.001173
beta_country[BOL],0.819681,0.249973,0.299393,1.292479,6415.06829,4826.935785,1.001934
beta_country[BRA],0.893894,0.24356,0.424347,1.387006,5724.764912,4370.562568,1.002195
beta_country[BRB],0.825284,0.283147,0.263376,1.382076,6621.546704,4010.117118,1.00149
beta_country[BRN],0.414271,0.295211,-0.181417,0.95688,1724.970809,3699.161963,1.001779
beta_country[BTN],0.935429,0.26793,0.405366,1.458174,3773.220085,3859.722285,1.00134
beta_country[BWA],1.169698,0.261867,0.679292,1.684005,1677.877498,2871.539706,1.003558
beta_country[CAF],0.6917,0.257493,0.152851,1.176416,4012.751933,4136.517946,1.000483
beta_country[CAN],0.779725,0.287576,0.203225,1.336851,5148.432303,4333.086339,1.000974
beta_country[CHE],0.784216,0.273442,0.225002,1.323931,6743.007444,4506.242155,1.000171
beta_country[CHI],0.804189,0.288634,0.26351,1.421043,7137.629551,3758.346408,1.000394
beta_country[CHL],0.877588,0.254708,0.365428,1.385509,6052.880937,4865.603328,1.000164
beta_country[CHN],1.027275,0.283717,0.495468,1.58819,2862.813959,4121.742577,1.001451
beta_country[CIV],0.811109,0.217695,0.3727,1.239829,5527.8051,4357.830039,1.001571
beta_country[CMR],0.809056,0.236159,0.341024,1.269387,5322.431931,4485.887973,1.000515
beta_country[COD],0.600694,0.255151,0.067033,1.057022,3061.134801,4096.177355,1.000815
beta_country[COL],0.846511,0.234575,0.402391,1.327618,5190.074032,4235.618212,1.002308
beta_country[COM],0.797003,0.253295,0.306161,1.311076,5176.674162,4408.68198,1.000175
beta_country[CPV],1.038235,0.274978,0.530537,1.607567,3035.405472,3717.310555,1.001489
beta_country[CRI],0.869865,0.235475,0.423155,1.367575,6232.513173,4732.272801,1.000351
beta_country[CUB],0.87324,0.269162,0.322542,1.38806,6471.353745,3988.326902,1.001597
beta_country[CUW],0.795841,0.276392,0.242425,1.33245,6163.966284,3851.020141,1.000928
beta_country[CYP],0.85001,0.25974,0.368959,1.395752,7192.69656,4064.201994,1.000181
beta_country[CZE],0.805382,0.283559,0.224979,1.362416,7026.047099,4437.136687,1.00123
beta_country[DEU],0.834716,0.277077,0.28749,1.393087,7057.004285,4429.661148,1.00049
beta_country[DNK],0.819668,0.28427,0.250548,1.39922,6814.366738,4293.805147,1.000188
beta_country[DOM],0.9403,0.241858,0.46499,1.419437,5348.476067,4733.037529,1.001322
beta_country[DZA],0.659106,0.241672,0.171968,1.11429,4637.113382,4484.21057,1.000153
beta_country[ECU],0.824374,0.239457,0.352249,1.290279,6333.664598,4449.500991,1.001999
beta_country[ERI],0.721145,0.269698,0.176519,1.245313,4463.355862,3992.319777,1.000399
beta_country[ESP],0.827131,0.274693,0.284628,1.380031,6895.069264,4343.601626,1.00032
beta_country[EST],0.815567,0.275791,0.268975,1.367253,6655.647252,4479.795608,1.000388
beta_country[ETH],0.992514,0.240959,0.528902,1.471502,3510.985216,4599.011004,1.000537
beta_country[FIN],0.828232,0.272141,0.299657,1.372598,6281.998034,3884.616078,1.001474
beta_country[FJI],0.688194,0.24733,0.219956,1.189303,5579.675305,4686.775268,1.000551
beta_country[FRA],0.821719,0.28213,0.272178,1.419497,6669.661723,4466.734055,1.000474
beta_country[FSM],0.770853,0.252554,0.245657,1.259646,6444.331083,4671.357413,1.000228
beta_country[GAB],0.756107,0.237473,0.308251,1.233034,5541.475257,4540.11873,0.999688
beta_country[GBR],0.802322,0.282907,0.226608,1.349663,7191.285718,4821.872548,1.000142
beta_country[GEO],0.876274,0.275806,0.352845,1.444281,5744.625079,4021.552411,1.000095
beta_country[GHA],0.818557,0.233845,0.361554,1.284948,5350.426756,4582.102626,1.000278
beta_country[GIN],0.908245,0.256506,0.404345,1.420988,5123.523021,4398.569657,1.001018
beta_country[GNB],0.780128,0.24994,0.263485,1.248948,5219.673051,4477.809765,1.000283
beta_country[GNQ],0.984745,0.214117,0.592303,1.426389,3934.0789,4204.063781,1.001071
beta_country[GRC],0.8493,0.284172,0.272327,1.412228,6100.078526,4183.072359,0.999809
beta_country[GRD],0.829898,0.269583,0.278832,1.356351,6617.29547,4552.27163,1.000142
beta_country[GTM],0.821537,0.233755,0.353532,1.279926,5823.014192,4349.48544,1.000455
beta_country[GUM],0.796505,0.283568,0.245722,1.380712,6664.071026,4232.501917,1.000455
beta_country[GUY],0.805673,0.27119,0.277301,1.365559,5820.951445,3971.315866,1.000112
beta_country[HKG],0.925539,0.259518,0.417063,1.439105,4287.023828,4738.795188,1.001376
beta_country[HND],1.049812,0.241174,0.575953,1.505922,3065.618672,4753.120541,1.001317
beta_country[HRV],0.847342,0.284185,0.30291,1.441004,6843.371814,4217.281453,1.001468
beta_country[HTI],0.67894,0.264783,0.128689,1.182072,4202.572544,4309.795236,1.000975
beta_country[HUN],0.833789,0.277932,0.317913,1.43013,6746.565476,4980.225392,1.000281
beta_country[IDN],0.862785,0.246301,0.378141,1.353178,5897.72246,4647.915713,1.000154
beta_country[IND],0.838779,0.263342,0.311287,1.367616,4274.271134,3648.617866,1.000611
beta_country[IRL],0.875935,0.27029,0.347906,1.409383,5648.839749,5016.60617,1.000762
beta_country[IRN],0.665177,0.235245,0.175929,1.115465,4960.630743,4622.897542,1.000002
beta_country[IRQ],0.838587,0.236991,0.411163,1.337641,3536.803058,4334.548626,1.001476
beta_country[ISL],0.816258,0.265273,0.265435,1.320513,6873.690223,4525.997605,1.000215
beta_country[ISR],0.840239,0.251533,0.345522,1.324778,4010.137203,3999.756436,1.000904
beta_country[ITA],0.838301,0.284245,0.251284,1.394169,6514.109584,4185.378725,1.003339
beta_country[JAM],0.717723,0.268009,0.182331,1.236113,4609.094997,4119.946854,1.001249
beta_country[JOR],0.59667,0.209831,0.169621,0.984087,4045.295531,4378.791187,1.001068
beta_country[JPN],0.897625,0.275489,0.376021,1.466778,5333.012087,4505.128327,1.000301
beta_country[KAZ],0.904884,0.28265,0.349997,1.488191,6260.140941,4159.01927,1.000886
beta_country[KEN],0.839475,0.221016,0.406226,1.278613,4828.559504,4656.676513,0.999921
beta_country[KHM],0.85247,0.244895,0.362648,1.3486,4913.170622,4395.350125,1.001594
beta_country[KIR],0.644048,0.267897,0.104482,1.153755,4607.688774,4214.007446,0.999928
beta_country[KOR],1.085246,0.290694,0.542567,1.658382,2427.338159,4221.18204,1.001215
beta_country[KWT],0.357435,0.254475,-0.127583,0.849369,1605.803873,2665.147131,1.000488
beta_country[LAO],0.922288,0.263339,0.425539,1.471181,4619.522306,4923.767935,1.001016
beta_country[LBN],0.840259,0.277734,0.323281,1.405228,4175.475361,4129.073127,1.001011
beta_country[LBR],0.654878,0.252963,0.130365,1.111014,3265.294158,3536.215043,1.000387
beta_country[LBY],0.594074,0.227452,0.126017,1.013991,3333.759155,3832.373514,1.000646
beta_country[LKA],0.836457,0.276678,0.305831,1.418121,5198.874331,3997.612581,1.000113
beta_country[LSO],0.918219,0.25429,0.413493,1.412707,5431.130197,4356.518639,1.000444
beta_country[LTU],0.793622,0.274175,0.222207,1.326594,7318.146866,4490.648349,1.00113
beta_country[LUX],0.801385,0.269768,0.271257,1.357833,6653.480982,4029.520544,1.000263
beta_country[LVA],0.825086,0.277223,0.264032,1.373595,7110.576846,4612.475449,1.000285
beta_country[MAC],0.85606,0.247443,0.371823,1.354921,5556.991733,4344.637748,1.001128
beta_country[MAR],0.765352,0.250023,0.271013,1.268719,5150.599041,4156.323216,1.00034
beta_country[MDA],0.784185,0.282773,0.231457,1.35746,7595.2662,4371.575519,1.001126
beta_country[MDG],0.620723,0.246528,0.147047,1.106494,3087.628445,3625.615868,1.000422
beta_country[MDV],0.804641,0.23379,0.324705,1.257644,4738.733357,4530.714493,0.99997
beta_country[MEX],0.834115,0.240135,0.371435,1.319819,6119.58563,4559.909164,1.000976
beta_country[MKD],0.81333,0.289763,0.228138,1.403253,7313.812727,4074.492643,1.000127
beta_country[MLI],0.869976,0.24734,0.379663,1.384678,5980.904636,3895.045253,1.001667
beta_country[MLT],0.875132,0.288387,0.295892,1.434381,3762.816706,4047.88769,1.001241
beta_country[MMR],0.854266,0.258622,0.32653,1.370734,5649.683979,4303.136997,1.000459
beta_country[MNE],0.815382,0.284764,0.281763,1.402034,7361.459245,4507.972509,1.001783
beta_country[MNG],0.792976,0.260331,0.249506,1.296138,6110.836194,4285.613936,1.000245
beta_country[MOZ],0.983234,0.25675,0.508732,1.500615,4084.648253,4238.18225,1.001295
beta_country[MRT],0.730596,0.236346,0.269064,1.195128,4900.100608,4647.297254,1.001568
beta_country[MUS],0.916846,0.265527,0.415963,1.467619,5270.76501,3815.178453,1.000738
beta_country[MWI],0.831983,0.225477,0.390371,1.282099,5117.634344,4410.655286,1.000075
beta_country[MYS],0.907458,0.236215,0.461928,1.386709,4812.003824,3873.454093,1.001703
beta_country[NAM],0.772393,0.242272,0.290949,1.247097,5759.340972,4581.441051,1.001189
beta_country[NER],0.707993,0.229882,0.235179,1.133969,4265.680351,4311.282065,0.999598
beta_country[NGA],0.814263,0.238868,0.352313,1.286805,5450.376585,4540.346283,1.001833
beta_country[NIC],0.689193,0.239614,0.22029,1.148555,3845.272563,4172.585943,1.00039
beta_country[NLD],0.810471,0.277433,0.25278,1.367515,6875.722333,4381.755403,1.000914
beta_country[NOR],0.802468,0.285926,0.245665,1.388948,7080.138257,4508.724164,1.000469
beta_country[NPL],0.75465,0.268459,0.163032,1.243467,3801.709464,4502.849931,1.000607
beta_country[NZL],0.720681,0.268828,0.174719,1.224522,5884.6284,4489.297951,1.000089
beta_country[OMN],0.753026,0.195249,0.382715,1.158693,4620.599135,4148.608724,1.000883
beta_country[PAK],0.795285,0.245368,0.301233,1.26584,4910.108186,4185.270467,1.001074
beta_country[PAN],0.944474,0.244138,0.485942,1.436221,5347.346877,4974.804603,1.000152
beta_country[PER],0.774122,0.239986,0.314545,1.264426,5581.670606,4576.457505,1.00091
beta_country[PHL],0.725722,0.238884,0.249771,1.184011,5701.403272,4348.400932,1.000301
beta_country[PNG],0.68386,0.230469,0.211408,1.128649,4980.443443,5184.058075,0.999988
beta_country[POL],0.814352,0.284069,0.256427,1.390004,7355.462507,4513.302089,1.000433
beta_country[PRI],0.945274,0.264653,0.447007,1.495267,4895.977772,4342.076379,1.000618
beta_country[PRT],0.836494,0.273321,0.30728,1.390036,7027.396031,4316.270948,1.000433
beta_country[PRY],0.918638,0.24598,0.426339,1.401143,5913.781302,4498.482569,1.001455
beta_country[PSE],0.682977,0.254846,0.176601,1.199623,4937.169535,4302.017352,1.000673
beta_country[PYF],0.602001,0.251314,0.142238,1.111164,3585.908243,5060.073419,1.000565
beta_country[QAT],0.74605,0.185624,0.398457,1.124104,4548.691101,4325.199402,1.000707
beta_country[ROU],0.781234,0.274338,0.240657,1.328339,6102.135101,4427.264664,1.001289
beta_country[RUS],0.809052,0.282757,0.217519,1.369197,6783.247151,4399.014924,1.000949
beta_country[RWA],0.876079,0.240468,0.39037,1.33731,5021.184659,3980.110159,1.000793
beta_country[SAU],0.683173,0.205537,0.27996,1.090413,4793.288047,4223.819182,1.000858
beta_country[SDN],0.692861,0.239681,0.222809,1.160248,4059.5412,3972.694443,1.000999
beta_country[SEN],0.765069,0.237586,0.298606,1.22592,4856.558042,4070.620248,1.001725
beta_country[SGP],1.026219,0.262957,0.520318,1.537247,2781.480564,4222.289542,1.001012
beta_country[SLB],0.630879,0.242445,0.171899,1.116596,4154.489374,4747.891584,1.000378
beta_country[SLE],0.81137,0.246239,0.349042,1.330185,4772.941658,4020.278247,1.000602
beta_country[SLV],0.751731,0.273172,0.176514,1.271429,5763.884265,4073.900631,1.000457
beta_country[SOM],0.810853,0.230038,0.340265,1.246661,5789.458547,4071.14113,1.000952
beta_country[STP],0.818872,0.252408,0.320446,1.328543,5742.438397,4265.767875,1.000927
beta_country[SUR],0.812534,0.247304,0.331008,1.312183,5725.967866,3981.989263,1.000702
beta_country[SVK],0.807335,0.28057,0.240498,1.3623,6981.799723,4303.76583,0.999909
beta_country[SVN],0.816531,0.28616,0.212369,1.362549,7360.234872,4017.138479,1.000689
beta_country[SWE],0.817436,0.280706,0.276607,1.403636,6710.539437,4274.720955,1.001585
beta_country[SWZ],1.019274,0.264466,0.494079,1.527959,3283.891584,4409.229351,1.001495
beta_country[SYC],0.931289,0.261291,0.431847,1.465194,4955.106529,4366.265417,1.000724
beta_country[SYR],0.801127,0.225647,0.354628,1.23402,4059.626023,4663.085435,1.001739
beta_country[TCD],0.850042,0.234113,0.419963,1.349621,5468.714208,4155.21062,1.000262
beta_country[TGO],0.819387,0.235107,0.338032,1.259592,4966.005125,4316.737827,1.000247
beta_country[THA],0.941944,0.255304,0.482292,1.485041,3970.973162,3969.335477,1.001437
beta_country[TJK],0.82203,0.245368,0.321154,1.294895,7414.155581,4720.44429,1.000591
beta_country[TKM],0.798715,0.25613,0.258314,1.28554,6830.578702,4637.148421,1.000174
beta_country[TLS],0.806668,0.258954,0.28916,1.309182,6323.5106,4439.609592,1.000147
beta_country[TON],0.782299,0.276646,0.199163,1.303275,6607.552419,4722.081357,1.000134
beta_country[TTO],0.879957,0.263557,0.342901,1.392794,5869.486618,3814.184889,1.000469
beta_country[TUN],0.802406,0.249393,0.31142,1.287845,3994.342192,4210.443217,1.000616
beta_country[TZA],0.776691,0.226853,0.322031,1.214894,4742.25726,4095.770445,1.00095
beta_country[UGA],0.984411,0.256722,0.508357,1.514834,4827.234985,4570.000053,1.000312
beta_country[UKR],0.838854,0.277196,0.28763,1.402572,6708.513272,4344.800698,1.000755
beta_country[URY],0.822471,0.281161,0.2893,1.420032,6579.307401,4129.53697,1.000935
beta_country[USA],0.788014,0.298803,0.205543,1.409001,5221.299059,3791.514455,1.001061
beta_country[UZB],0.823681,0.255906,0.303446,1.323981,7366.584286,4352.087822,1.001556
beta_country[VEN],0.688316,0.239781,0.223795,1.159078,3919.811745,3545.414572,1.000228
beta_country[VNM],0.926794,0.276382,0.383006,1.473737,4972.694605,3789.728867,1.000302
beta_country[VUT],0.66591,0.251231,0.170713,1.158852,4896.194469,4302.741295,0.999881
beta_country[WSM],0.712436,0.273771,0.149122,1.247053,5666.690558,3216.694697,1.002153
beta_country[ZAF],0.76204,0.248734,0.275342,1.275789,5114.229427,4564.470303,1.000033
beta_country[ZMB],0.75511,0.233449,0.281156,1.208475,4944.059359,4333.160136,0.999675
beta_country[ZWE],0.799147,0.2351,0.328663,1.255603,4715.950125,4279.927217,1.000323
delta_region[East Asia & Pacific],-0.072214,0.475476,-0.988133,0.87804,6777.901339,5015.184095,1.001058
delta_region[Europe & Central Asia],-0.115633,0.420442,-0.968929,0.66449,6441.924574,4260.299562,1.001871
delta_region[Latin America & Caribbean],-0.036224,0.483276,-1.016017,0.903226,6752.591942,4687.032467,1.001138
delta_region[Middle East & North Africa],0.004974,0.497569,-0.956272,0.974349,6763.55985,4762.726754,1.002045
delta_region[North America],-0.053783,0.485189,-1.078528,0.858679,6918.767753,5031.808059,1.000975
delta_region[South Asia],-0.056524,0.493259,-1.046938,0.90047,6773.743216,4838.930583,1.001897
delta_region[Sub-Saharan Africa],-0.060745,0.493125,-1.087912,0.879195,6867.254936,4395.723684,1.002075
alpha_region[East Asia & Pacific],0.256396,0.034102,0.190802,0.324764,3719.010558,4215.814021,1.001131
alpha_region[Europe & Central Asia],0.228754,0.021176,0.189034,0.271662,6208.029599,5454.913966,1.0008
alpha_region[Latin America & Caribbean],0.15071,0.032102,0.088791,0.213453,3422.123949,3468.722504,0.999609
alpha_region[Middle East & North Africa],0.211048,0.046028,0.124992,0.30435,3011.163106,3708.05343,1.001289
alpha_region[North America],0.19987,0.059331,0.084515,0.320609,4875.243812,4680.425871,1.001239
alpha_region[South Asia],0.27392,0.052466,0.172013,0.37616,2861.739062,3521.744887,1.000229
alpha_region[Sub-Saharan Africa],0.137523,0.038571,0.058941,0.210617,2852.667758,3595.589328,1.000833
alpha_country[ABW],0.145866,0.045046,0.054056,0.236119,4855.521441,3939.393367,1.00005
alpha_country[AFG],0.274508,0.062859,0.147515,0.401318,3879.724825,3547.96972,1.001678
alpha_country[AGO],0.135078,0.050818,0.033675,0.234652,4060.929725,3735.060627,1.00094
alpha_country[ALB],0.230347,0.038009,0.152314,0.307479,7528.64014,4087.931405,1.000456
alpha_country[ARE],0.209218,0.05642,0.096431,0.322369,3930.355601,4057.492421,1.000826
alpha_country[ARG],0.145341,0.044207,0.049846,0.227111,4939.192235,4012.452148,1.000347
alpha_country[ARM],0.233002,0.0391,0.157122,0.319688,6985.2945,4145.411203,1.00041
alpha_country[ATG],0.155384,0.044984,0.069463,0.248185,5167.311864,4314.244976,1.001077
alpha_country[AUS],0.252628,0.045569,0.158935,0.337266,4799.365629,4014.252984,1.001026
alpha_country[AUT],0.228035,0.036845,0.1572,0.308593,7407.85571,4323.528612,1.002557
alpha_country[AZE],0.224292,0.038505,0.146746,0.304427,7322.797284,4506.894858,1.001603
alpha_country[BDI],0.131632,0.049034,0.032437,0.22388,3564.335075,3848.911247,1.000745
alpha_country[BEL],0.227343,0.035453,0.156807,0.300752,7173.112522,4384.229309,1.001135
alpha_country[BEN],0.137355,0.049056,0.040448,0.234076,3926.20395,3937.987738,1.00081
alpha_country[BFA],0.143586,0.048874,0.048035,0.243075,3582.000803,3444.299823,1.001195
alpha_country[BGD],0.270027,0.05979,0.146437,0.384795,3428.463986,3865.762064,1.000213
alpha_country[BGR],0.230101,0.037586,0.149294,0.303623,7475.140647,4163.082699,1.001459
alpha_country[BHR],0.207574,0.056502,0.097931,0.324947,3604.430684,3914.866254,1.000667
alpha_country[BIH],0.250802,0.045238,0.175783,0.354603,3176.875597,3489.618353,1.002012
alpha_country[BLR],0.231018,0.038722,0.154853,0.316779,7668.00541,3654.718986,1.000424
alpha_country[BLZ],0.155253,0.0449,0.063644,0.243696,4599.42677,4073.53746,1.001625
alpha_country[BOL],0.149038,0.044758,0.054859,0.236716,5050.538538,4177.517,1.000975
alpha_country[BRA],0.153698,0.044006,0.066895,0.240261,4414.623499,3354.981462,1.00055
alpha_country[BRB],0.146273,0.042971,0.058272,0.231825,4768.370309,3618.876063,1.001316
alpha_country[BRN],0.230284,0.054788,0.115419,0.327786,2222.868538,3520.53673,1.002179
alpha_country[BTN],0.285295,0.06069,0.172618,0.412672,3057.598347,4015.594954,1.00094
alpha_country[BWA],0.158235,0.05429,0.051235,0.265494,2431.921813,3087.81458,1.002467
alpha_country[CAF],0.12258,0.05041,0.020102,0.215393,2874.975727,3814.884054,1.001422
alpha_country[CAN],0.198143,0.062781,0.081869,0.330855,5372.099605,4534.104868,1.000166
alpha_country[CHE],0.220668,0.037251,0.14313,0.292076,6006.078457,3926.020749,1.000545
alpha_country[CHI],0.224548,0.039908,0.13899,0.30051,6416.987393,4024.182671,1.002134
alpha_country[CHL],0.157559,0.044586,0.074382,0.249381,4747.049499,3775.478434,1.000998
alpha_country[CHN],0.289921,0.055227,0.193583,0.407297,1983.521749,3001.926053,1.001895
alpha_country[CIV],0.135918,0.049924,0.03883,0.236103,3783.487041,4027.179757,1.000859
alpha_country[CMR],0.136069,0.049278,0.040128,0.234137,3665.440849,4373.24159,1.001845
alpha_country[COD],0.120023,0.053106,0.012549,0.217357,2542.225204,3222.825356,1.001291
alpha_country[COL],0.152476,0.04366,0.066505,0.24122,5196.680006,4553.467712,1.000116
alpha_country[COM],0.134126,0.049806,0.030742,0.227711,4010.680432,4364.637938,1.000534
alpha_country[CPV],0.153659,0.052464,0.055907,0.263467,2723.065405,3599.275439,1.001209
alpha_country[CRI],0.154609,0.04454,0.0678,0.247426,4682.47963,3842.933181,1.000857
alpha_country[CUB],0.155845,0.044199,0.069688,0.245542,5048.998435,4073.745472,1.000175
alpha_country[CUW],0.139164,0.04693,0.039282,0.224518,3836.924141,4267.56772,1.000062
alpha_country[CYP],0.233805,0.037833,0.161668,0.315017,7383.676814,4096.091434,1.001344
alpha_country[CZE],0.227035,0.038048,0.148201,0.304691,7297.798647,3671.938311,1.001508
alpha_country[DEU],0.227285,0.037841,0.143683,0.299274,7632.334243,3893.175296,1.001937
alpha_country[DNK],0.226714,0.036685,0.149752,0.296997,7736.223887,3822.908735,1.000199
alpha_country[DOM],0.161202,0.045037,0.073636,0.2536,3813.287565,4265.884869,1.000198
alpha_country[DZA],0.205695,0.055832,0.093051,0.315342,3978.056781,4599.506105,1.00094
alpha_country[ECU],0.150392,0.044935,0.06078,0.238677,4933.676827,4350.68683,1.001116
alpha_country[ERI],0.130944,0.051799,0.028753,0.233427,3359.495063,3364.611052,1.000939
alpha_country[ESP],0.2302,0.035745,0.155713,0.301224,7719.65056,4565.996452,1.001196
alpha_country[EST],0.23147,0.038803,0.154611,0.312533,7487.611645,3975.885241,1.000895
alpha_country[ETH],0.146426,0.050538,0.045633,0.247325,3471.521081,4135.544028,1.001676
alpha_country[FIN],0.229765,0.037435,0.156464,0.31109,6825.099355,3548.882078,1.001971
alpha_country[FJI],0.244586,0.046876,0.152452,0.339559,3766.670076,4085.995191,1.00071
alpha_country[FRA],0.226858,0.036906,0.153122,0.303001,7438.581597,4654.2949,1.00236
alpha_country[FSM],0.246541,0.04689,0.151009,0.337364,3916.439194,4330.727452,1.000808
alpha_country[GAB],0.141679,0.049052,0.041148,0.236113,4089.820306,4211.983044,1.000419
alpha_country[GBR],0.224558,0.036283,0.148526,0.29595,8175.456158,4592.572902,1.000321
alpha_country[GEO],0.230013,0.036084,0.158597,0.304672,7997.771709,4317.18768,1.001011
alpha_country[GHA],0.13674,0.049343,0.034669,0.229275,3768.427453,3567.163936,1.001323
alpha_country[GIN],0.143636,0.049001,0.047136,0.243741,3901.733865,3879.823605,1.000759
alpha_country[GNB],0.138852,0.049463,0.040079,0.234133,3907.707977,3739.14967,1.001203
alpha_country[GNQ],0.143724,0.050796,0.040656,0.2433,3562.880529,3829.908131,1.001275
alpha_country[GRC],0.22772,0.036552,0.155141,0.302868,7232.380084,4040.500211,1.001486
