,mean,sd,hdi_2.5%,hdi_97.5%,ESS_bulk,ESS_tail,R_hat
alpha_country[GRD],0.155775,0.044958,0.067917,0.247877,4658.220614,4680.730115,1.000035
alpha_country[GTM],0.150852,0.044834,0.057997,0.235994,4525.395473,4079.545312,1.000309
alpha_country[GUM],0.252452,0.04789,0.158138,0.351416,4816.895035,4018.941438,1.000906
alpha_country[GUY],0.153529,0.043147,0.070498,0.240994,4958.972309,4151.038909,1.000812
alpha_country[HKG],0.267245,0.046349,0.181443,0.362487,4314.483974,3389.655571,1.000664
alpha_country[HND],0.163184,0.046565,0.074261,0.262671,3368.91678,3789.165746,1.000489
alpha_country[HRV],0.223549,0.038392,0.142666,0.299044,6737.932638,4431.235392,1.000315
alpha_country[HTI],0.135252,0.046198,0.03649,0.218965,3037.594452,3776.519434,1.000798
alpha_country[HUN],0.238445,0.036883,0.168574,0.317754,5677.694156,3624.719029,1.001071
alpha_country[IDN],0.261077,0.044748,0.172327,0.352431,4993.637707,3972.743408,1.001186
alpha_country[IND],0.276902,0.058471,0.172965,0.40596,3486.566597,3540.611555,1.000161
alpha_country[IRL],0.243271,0.039505,0.173483,0.333698,3986.959443,3344.513999,1.001728
alpha_country[IRN],0.206655,0.054766,0.094004,0.310257,4030.752179,3672.839723,1.000409
alpha_country[IRQ],0.219152,0.055516,0.107813,0.328439,3943.600201,3822.462415,1.001654
alpha_country[ISL],0.227668,0.036701,0.150648,0.302018,7660.567125,4067.691002,1.000008
alpha_country[ISR],0.219039,0.054706,0.117903,0.333528,3934.051526,4132.802878,1.001211
alpha_country[ITA],0.22519,0.037356,0.151686,0.307002,6920.584844,3713.011656,1.000817
alpha_country[JAM],0.139389,0.046473,0.047278,0.231226,3863.161637,4246.820025,1.000092
alpha_country[JOR],0.205606,0.056843,0.090778,0.317118,3185.389111,3807.864268,1.001042
alpha_country[JPN],0.260426,0.042968,0.177627,0.347312,5327.353414,4544.015254,1.000722
alpha_country[KAZ],0.229834,0.038585,0.158567,0.31924,7331.000991,4034.983528,1.00076
alpha_country[KEN],0.138731,0.050387,0.032107,0.230534,3658.134221,4453.416067,1.001271
alpha_country[KHM],0.264707,0.047433,0.17301,0.358847,4768.052452,3513.015535,1.001462
alpha_country[KIR],0.243064,0.04911,0.137845,0.33432,3792.993089,3755.148719,1.001257
alpha_country[KOR],0.282874,0.050685,0.188483,0.386952,2235.451041,2801.712513,1.001881
alpha_country[KWT],0.194151,0.059979,0.076217,0.315597,2064.975126,3190.700092,1.000478
alpha_country[LAO],0.267371,0.047929,0.174038,0.365386,4293.847405,3781.276017,1.000706
alpha_country[LBN],0.216957,0.055547,0.112005,0.332841,3915.734455,4488.98693,1.001357
alpha_country[LBR],0.119402,0.05408,0.008826,0.221211,2711.138358,3043.599965,1.001399
alpha_country[LBY],0.19899,0.056384,0.079114,0.302789,2606.897952,2965.493615,1.00206
alpha_country[LKA],0.281321,0.059004,0.172849,0.4059,3335.902114,3499.220936,1.000694
alpha_country[LSO],0.144664,0.048931,0.046455,0.240974,3993.912666,3840.5601,1.00052
alpha_country[LTU],0.229532,0.039628,0.149455,0.313697,7913.074576,4071.705901,1.001274
alpha_country[LUX],0.230205,0.036954,0.157636,0.308976,8173.635203,4253.302014,1.000569
alpha_country[LVA],0.228677,0.040283,0.14672,0.31086,8117.874435,3852.933352,1.001947
alpha_country[MAC],0.247308,0.047974,0.145572,0.337069,4417.989393,3640.139027,1.000507
alpha_country[MAR],0.215049,0.055216,0.115863,0.336195,3865.575523,3659.279733,1.000947
alpha_country[MDA],0.222058,0.038578,0.137478,0.294103,6672.966656,4098.822888,1.003023
alpha_country[MDG],0.122413,0.052665,0.016441,0.219594,2900.892604,3240.189824,1.000578
alpha_country[MDV],0.279974,0.060715,0.159674,0.400249,3100.2158,3376.433424,1.000143
alpha_country[MEX],0.148248,0.044512,0.054957,0.232481,5301.240307,3980.093921,0.999904
alpha_country[MKD],0.225488,0.038861,0.143258,0.301286,7242.059127,3615.632246,1.001581
alpha_country[MLI],0.141079,0.049172,0.04431,0.238252,3914.895166,3781.220398,1.001434
alpha_country[MLT],0.233968,0.056268,0.128109,0.348686,2945.5519,3486.775194,1.002586
alpha_country[MMR],0.26892,0.046885,0.174142,0.361266,3802.532829,3330.027196,1.001497
alpha_country[MNE],0.227672,0.038295,0.146762,0.303423,8467.706025,4363.33913,1.000205
alpha_country[MNG],0.2585,0.046871,0.162361,0.352881,5305.87199,3781.280947,1.00149
alpha_country[MOZ],0.147245,0.051501,0.045116,0.251232,3847.650414,4242.014403,1.000667
alpha_country[MRT],0.130017,0.050619,0.032075,0.229928,3453.680282,3227.358821,1.001246
alpha_country[MUS],0.150894,0.049077,0.056605,0.249227,3162.853158,3259.334126,1.001369
alpha_country[MWI],0.141334,0.049997,0.03689,0.238036,3907.49286,3667.090871,1.001712
alpha_country[MYS],0.263752,0.046474,0.175299,0.36077,4816.344431,3934.108918,1.001513
alpha_country[NAM],0.135165,0.05014,0.035159,0.233821,4043.408886,3623.964203,1.001023
alpha_country[NER],0.127235,0.050921,0.021226,0.222894,3436.682377,3341.037772,1.001012
alpha_country[NGA],0.136094,0.048588,0.034665,0.228907,3658.462748,3646.424145,1.000569
alpha_country[NIC],0.140563,0.045663,0.049179,0.232699,3534.872433,3978.330035,1.000522
alpha_country[NLD],0.226716,0.036373,0.152006,0.301564,7089.829025,4169.065829,1.000255
alpha_country[NOR],0.230104,0.036887,0.157236,0.3052,7228.954855,4232.199047,1.002076
alpha_country[NPL],0.268081,0.058565,0.148879,0.381339,3406.592472,3890.400936,1.000057
alpha_country[NZL],0.246549,0.045766,0.156933,0.338304,3907.890442,4414.571687,1.002202
alpha_country[OMN],0.219847,0.055993,0.113552,0.335718,3801.106557,3283.783481,1.001506
alpha_country[PAK],0.273277,0.060372,0.156963,0.394626,3518.671851,3881.053655,1.000823
alpha_country[PAN],0.160238,0.045901,0.070939,0.254066,3954.520968,3759.582221,1.000372
alpha_country[PER],0.149769,0.045273,0.058305,0.240607,5425.622668,4272.100567,1.000687
alpha_country[PHL],0.251374,0.04626,0.15152,0.338534,4398.942439,4423.334422,1.000643
alpha_country[PNG],0.248232,0.047724,0.156961,0.345514,4191.462979,3961.658239,1.001709
alpha_country[POL],0.236399,0.039361,0.156263,0.315352,6658.564867,4092.987651,1.000141
alpha_country[PRI],0.157495,0.043603,0.069932,0.245433,5243.115662,3988.402494,0.999864
alpha_country[PRT],0.231757,0.036259,0.157658,0.305917,7399.072049,4072.876364,1.0002
alpha_country[PRY],0.15691,0.045392,0.06753,0.247424,4455.430246,3651.117391,0.999905
alpha_country[PSE],0.208391,0.057211,0.08857,0.3194,3146.400503,3434.622463,1.001422
alpha_country[PYF],0.236549,0.050412,0.136205,0.334056,2372.427199,2944.816384,1.000481
alpha_country[QAT],0.212491,0.056559,0.100497,0.325905,3858.149746,3491.487862,1.001229
alpha_country[ROU],0.231438,0.039177,0.154924,0.317504,8075.617418,4141.915504,1.000209
alpha_country[RUS],0.222046,0.038901,0.14028,0.298208,6573.975021,4131.98489,1.002015
alpha_country[RWA],0.139161,0.048787,0.04584,0.237284,3743.130122,3715.468547,1.000888
alpha_country[SAU],0.210526,0.055751,0.102369,0.324415,3532.758818,3964.298346,1.000395
alpha_country[SDN],0.130647,0.05151,0.024725,0.228767,3729.45438,3774.332819,1.000772
alpha_country[SEN],0.132983,0.050119,0.033687,0.23118,3634.396743,3683.649985,1.000755
alpha_country[SGP],0.273491,0.048371,0.187449,0.374595,3037.138918,3578.687446,1.001563
alpha_country[SLB],0.24506,0.048894,0.146955,0.338838,3770.267626,3858.491881,1.002248
alpha_country[SLE],0.130348,0.048346,0.032361,0.222395,3226.097912,3691.436876,1.0017
alpha_country[SLV],0.143858,0.04489,0.050255,0.229396,4329.930001,4297.454528,1.001784
alpha_country[SOM],0.136716,0.049286,0.038494,0.235536,3462.700822,3956.896842,1.000519
alpha_country[STP],0.135323,0.05001,0.033365,0.230572,3808.049021,3885.287136,1.000992
alpha_country[SUR],0.144283,0.044919,0.0567,0.237922,4083.631638,3937.343648,1.000363
alpha_country[SVK],0.230353,0.03854,0.149433,0.306786,7346.563562,4556.562253,1.002677
alpha_country[SVN],0.228775,0.037849,0.151689,0.306377,7886.692057,3625.777465,1.000578
alpha_country[SWE],0.226408,0.036404,0.150187,0.296877,7457.917727,4452.324111,1.000932
alpha_country[SWZ],0.149442,0.050253,0.051732,0.250874,3375.640047,2779.279851,1.001911
alpha_country[SYC],0.149547,0.049879,0.056429,0.254834,3554.217437,3740.324354,1.001311
alpha_country[SYR],0.20225,0.055877,0.090899,0.313305,3488.798728,4266.702351,1.001142
alpha_country[TCD],0.131197,0.050175,0.030316,0.227541,3608.636159,4281.43222,1.000585
alpha_country[TGO],0.137612,0.049401,0.035121,0.231144,3482.859452,4338.275373,1.000873
alpha_country[THA],0.267054,0.046769,0.17897,0.365191,4162.901076,3335.551373,1.000933
alpha_country[TJK],0.224293,0.039736,0.135149,0.298929,6908.596955,3930.681362,1.001146
alpha_country[TKM],0.23169,0.038601,0.153908,0.312071,6931.493991,4201.949527,1.003006
alpha_country[TLS],0.268365,0.047417,0.174,0.361424,4248.025018,3792.966825,1.000518
alpha_country[TON],0.252103,0.04661,0.163572,0.351079,4959.804036,4278.988967,1.00144
alpha_country[TTO],0.153011,0.043378,0.070447,0.245012,5110.338136,4509.852892,1.001114
alpha_country[TUN],0.213718,0.054445,0.104826,0.322245,3685.083796,4253.988444,1.001003
alpha_country[TZA],0.133289,0.050367,0.029475,0.22871,3720.597223,4032.607814,1.000896
alpha_country[UGA],0.147858,0.052262,0.049077,0.257073,3552.265372,3948.643404,1.00305
alpha_country[UKR],0.217003,0.039962,0.127758,0.291814,5096.818337,3727.101655,1.001608
alpha_country[URY],0.151618,0.042394,0.063903,0.232329,5558.908544,4370.921949,1.002967
alpha_country[USA],0.200138,0.062767,0.079179,0.32991,5157.511107,4192.895333,1.000819
alpha_country[UZB],0.228611,0.038027,0.153369,0.309786,7111.130336,4043.305914,1.001421
alpha_country[VEN],0.131188,0.048434,0.03205,0.220531,2692.643832,3557.626552,1.001376
alpha_country[VNM],0.270882,0.049383,0.180316,0.374194,4262.013927,3672.017821,1.000886
alpha_country[VUT],0.246873,0.047578,0.150717,0.34024,3682.85593,4309.355054,1.002293
alpha_country[WSM],0.24646,0.045525,0.152959,0.333807,3977.687279,5011.963734,1.000543
alpha_country[ZAF],0.13229,0.04989,0.036439,0.231667,3588.206365,3328.709591,1.000961
alpha_country[ZMB],0.130886,0.050333,0.031893,0.228988,3565.280904,3938.640028,1.001407
alpha_country[ZWE],0.128406,0.050209,0.028765,0.225733,3044.354248,3712.435208,1.001068
beta_decline_global,0.750924,0.387757,0.016286,1.487626,6809.077015,4958.337929,1.002195
beta_decline_region[East Asia & Pacific],0.729702,0.47241,-0.16721,1.692687,7299.861909,5128.971629,1.00049
beta_decline_region[Europe & Central Asia],0.703219,0.394698,-0.062153,1.485179,7120.208446,4802.393527,1.001269
beta_decline_region[Latin America & Caribbean],0.794169,0.483737,-0.140809,1.76708,7129.720056,4572.278843,1.000786
beta_decline_region[Middle East & North Africa],0.737046,0.503884,-0.269189,1.698267,6731.142187,4334.87681,1.001865
beta_decline_region[North America],0.739088,0.498471,-0.309463,1.676865,6777.705134,4822.322875,1.001554
beta_decline_region[South Asia],0.755003,0.5059,-0.270699,1.724885,6608.643174,4856.82759,1.002433
beta_decline_region[Sub-Saharan Africa],0.76717,0.497241,-0.239354,1.772637,6542.482685,4287.437048,1.001477
