ISO3,Country,Region,GDP_2024,GDPpc_2024,Pop_2024,GDP_2050,GDPpc_2050,Pop_2050,GDP_2075,GDPpc_2075,Pop_2075,GDP_2100,GDPpc_2100,Pop_2100,g_agg,g_pc,g_pop,identity_residual,GDP_2100_lo,GDP_2100_hi,beta_expansion,beta_contraction,alpha_decadal,rank_agg_2024,rank_pc_2024,rank_agg_2050,rank_pc_2050,rank_agg_2075,rank_pc_2075,rank_agg_2100,rank_pc_2100
MEX,Mexico,Latin America & Caribbean,1351001972185.5928,10323.946018431547,130861007.0,2135381229234.396,14336.587092030217,148946274.0,2857752268318.2705,19545.29816360841,146211751.0,3517225445419.649,27003.891577346985,130248836.0,0.01258981492486616,0.01265151230283376,-6.169737796760202e-05,2.642742795433417e-18,801828550931.0374,16556275138916.65,0.8264302471404076,0.7728744399270406,0.1488050560450499,15,68,15,71,17,76,20,85
CHE,Switzerland,Europe & Central Asia,818705075197.716,91762.70104113828,8921981.0,1283934893353.4768,137428.21241928914,9342586.0,2121355572883.4004,232031.4666462712,9142534.0,3264777437955.459,357739.48872259876,9126131.0,0.018200302077814364,0.017902620106011492,0.00029768197180287233,-4.87890977618477e-19,915200453097.3063,12894501297814.746,0.7985393883239433,0.6827662501354952,0.22066567436967763,19,3,19,3,21,3,21,3
NGA,Nigeria,Sub-Saharan Africa,526843403945.6085,2264.245254777512,232679478.0,1170902086097.309,3259.880767859466,359185556.0,2169712671430.19,4854.273546590428,446969593.0,3113104127965.457,6529.876492420333,476747781.0,0.023374635014544724,0.013936138772136116,0.00943849624240861,-1.734723475976807e-18,672418105158.3275,13413460353840.379,0.8185198828550544,0.7452454145458132,0.13488156826199799,24,129,21,132,20,135,22,138
ARE,United Arab Emirates,Middle East & North Africa,448748613358.5682,40694.96360825816,11027129.0,873179628260.6199,56820.28728496155,15367392.0,1615973606908.6648,78926.97450131916,20474288.0,3057675942113.493,116998.58267151122,26134299.0,0.025249310007274938,0.013895493161617372,0.01135381684565757,-3.469446951953614e-18,709215051699.3744,10659082504003.459,0.6581891050831413,0.6518058665342623,0.20838901975429489,28,24,30,28,26,31,23,35
MYS,Malaysia,East Asia & Pacific,412767397953.5922,11608.391751439758,35557673.0,966015298136.2697,21811.250194204425,44289772.0,1780387292436.553,38410.82745259281,46351183.0,2963660193338.335,67315.94922983076,44026122.0,0.025938106605240086,0.023127222792506206,0.002810883812733879,1.3010426069826053e-18,753257582432.7942,9300522479644.086,0.915032090515137,0.8308494778378273,0.2632626110949559,33,64,25,57,23,54,24,52
SWE,Sweden,Europe & Central Asia,581372334803.1775,54810.25639798566,10606999.0,1032332856496.9205,91279.1007749078,11309630.0,1762103460086.4292,154268.4646046826,11422318.0,2876124248563.045,253026.35377002173,11366896.0,0.02103694100707571,0.020126530413326446,0.0009104105937492638,1.6263032587282567e-18,720360779968.4025,10154137286142.027,0.8153749598707368,0.6996018216822888,0.22655972643067465,22,12,22,11,24,10,25,10
PHL,Philippines,East Asia & Pacific,441218237452.0684,3808.7384269858544,115843670.0,949779791160.2812,7068.210787998671,134373439.0,1725441016423.5654,13156.536704058195,131147053.0,2820412129498.833,24692.391802861857,114221909.0,0.02440919310422634,0.02459469946354418,-0.00018550635931784172,4.0657581468206416e-19,649085155118.9846,10534475516587.018,0.7438268172813107,0.6596442046040009,0.25121050021342073,30,113,26,108,25,98,26,89
BEL,Belgium,Europe & Central Asia,540662808289.65234,46057.90305926207,11738763.0,905027599904.0562,76239.13456176438,11870906.0,1543553167905.775,135107.095307641,11424664.0,2651780418856.0337,239744.76630146566,11060848.0,0.020923562367218217,0.02170625679787595,-0.0007826944306577328,6.505213034913027e-19,703353346370.8182,8107520145837.265,0.8084760533007678,0.6927029151123197,0.22810874327124797,23,18,28,18,27,16,27,15
BGD,Bangladesh,South Asia,332056505597.59717,1913.1826620983175,173562364.0,762830663219.5096,3552.856743743418,214709097.0,1425928450048.3262,6318.4491931262355,225676967.0,2432713302380.3022,11662.291149581339,208596516.0,0.026203386141327282,0.023784111679245466,0.0024192744620818133,3.0357660829594124e-18,458469711113.8929,10244753646637.814,0.7624360436474056,0.6933849302230682,0.26948521799743413,41,135,33,129,28,127,28,124
IRQ,Iraq,Middle East & North Africa,199793108942.4089,4339.365011336035,46042015.0,544491687038.6251,7569.875564897557,71928750.0,1190231394052.1821,13061.651641816095,91124111.0,2265216203991.377,22506.084945211776,100649056.0,0.031949251471323124,0.021658653789488853,0.01029059768183427,1.734723475976807e-18,517843559716.1013,9669750495115.82,0.8432815452412744,0.8368983066923956,0.22035769391461654,52,105,42,103,34,99,29,96
VNM,Viet Nam,East Asia & Pacific,389206265822.6526,3853.997266782136,100987686.0,794752221115.0829,7224.435144061996,110008908.0,1380191725161.2568,13365.335105407312,103266526.0,2232085125396.1387,24339.812406045457,91705108.0,0.022981342262816083,0.02425003315129771,-0.0012686908884816316,3.686287386450715e-18,539678008589.0085,9328783443070.178,0.926893685465542,0.8427110727882323,0.27198591659428223,36,112,32,105,31,96,30,90
KAZ,Kazakhstan,Europe & Central Asia,238259133478.12253,11570.14990882501,20592571.0,560702736825.8442,21123.309943818156,26544265.0,1120879667417.2178,36374.22600065474,30815217.0,2039757876253.443,60576.945587618546,33672181.0,0.028252993607812887,0.021782709039979375,0.006470284567833515,-2.6020852139652106e-18,543557553748.7321,7580790911089.735,0.9066097561374231,0.7908366179489752,0.23137240713638849,46,65,40,59,37,58,31,56
IRL,Ireland,Europe & Central Asia,508869319900.12964,96834.9521800081,5255017.0,863092712668.9617,144570.62658335766,5970042.0,1383687232025.6836,242403.89237736937,5708189.0,2033102998244.5159,384611.58623801876,5286120.0,0.01822535830048555,0.018147709904932065,7.764839555348425e-05,1.1519648082658485e-18,543819087334.38776,7077055630990.531,0.883845185435842,0.7680720472473941,0.24437219297186846,26,2,31,2,30,2,32,2
POL,Poland,Europe & Central Asia,653823370851.1653,16965.151167798347,38539201.0,971824955524.414,29616.081927852407,32814096.0,1383741665443.9429,54192.83174785567,25533666.0,1898526241152.228,98217.38510870308,19329839.0,0.01402626265515805,0.023105551693325035,-0.009079289038166983,-1.734723475976807e-18,431390903009.20917,7799756960688.395,0.8197968237692771,0.7040236855808292,0.2372599208103195,20,51,24,49,29,44,33,42
IRN,"Iran, Islamic Rep.",Middle East & North Africa,526092441393.7785,5745.390820878184,91567738.0,878324426612.5415,8622.690374932497,101861993.0,1279107218666.3228,13630.633907603331,93840626.0,1820537010209.431,22743.83648888766,80045291.0,0.016334340206743517,0.018103898001777346,-0.0017695577950338278,-6.505213034913027e-19,358091632378.11743,9670865765620.041,0.6542114924576782,0.6478282539087994,0.20566192174128003,25,94,29,98,32,93,34,95
THA,Thailand,East Asia & Pacific,471882490676.6162,6584.283337744872,71668011.0,753095331244.8954,11344.74696236748,66382735.0,1170596236947.4058,21188.22785348671,55247482.0,1819503743403.4927,39940.75616846322,45555065.0,0.01775775105620465,0.023719891627411015,-0.005962140571206362,-2.6020852139652106e-18,362681429568.3185,7914458341535.667,0.9344890558731437,0.850306443195834,0.2678274622967556,27,84,34,79,36,73,35,71
NOR,Norway,Europe & Central Asia,444825110453.07306,79765.50667479692,5576660.0,736186208983.1373,124780.94008879534,5899829.0,1179935299654.4338,206369.74139831454,5717579.0,1769426818726.6074,326847.37244604394,5413618.0,0.018167496673626892,0.01855792298919181,-0.0003904263155649124,-4.824699667560495e-18,423715388296.71234,6995379905244.392,0.8113562315304732,0.6955830933420252,0.23000930590530408,29,4,35,4,35,4,36,4
AUT,Austria,Europe & Central Asia,434366966300.0587,47623.7114279241,9120813.0,687699670540.9208,78825.48148567945,8724332.0,1095511231080.7654,138020.50154545665,7937308.0,1759226630658.1753,237754.91918430637,7399328.0,0.018404471786360482,0.021156705464967906,-0.002752233678607425,1.3010426069826053e-18,437034931465.3521,5885469643181.964,0.8181161090703738,0.7023429708819258,0.2284032889825868,31,15,36,16,38,15,37,16
DNK,Denmark,Europe & Central Asia,359061811347.71497,60069.77791521062,5977412.0,608414478464.7219,99335.60340122007,6124838.0,1009537251169.802,167556.88195531286,6025042.0,1641363239625.3787,279942.4820142015,5863216.0,0.01999720880364372,0.02025101722281808,-0.0002538084191743623,2.656295322589486e-18,446142811041.30554,5372497014819.111,0.8129072771843185,0.6971341389958705,0.22472466254329812,39,9,38,8,39,7,38,7
ARG,Argentina,Latin America & Caribbean,600283645369.5046,13136.413617816426,45696159.0,907815006926.5576,18791.861956795365,48308944.0,1194735882890.4673,26481.93842611059,45115122.0,1441047627103.0535,37668.548823414414,38255990.0,0.01152267580377437,0.01386101918415388,-0.0023383433803795097,-8.673617379884035e-19,316432380495.75336,6475148692923.128,0.8045438091757997,0.7509880019624326,0.14529452170516924,21,60,27,65,33,67,39,73
QAT,Qatar,Middle East & North Africa,177221108048.98288,58135.34015751189,3048423.0,362837311701.94916,87127.07639762963,4164461.000000001,672774206894.7283,121212.8027273797,5550356.0,1362372771934.9834,187338.39566909958,7272256.0,0.02683664464196056,0.015396616325474654,0.011440028316485912,-5.204170427930421e-18,297784508153.19226,4933191803814.428,0.7525013626448344,0.7461181240959555,0.2105624417978428,53,10,49,12,47,21,40,25
NZL,New Zealand,East Asia & Pacific,226942506516.8489,43526.07287628116,5213944.0,430489047505.5454,74798.87149097411,5755288.0,761562887456.3928,129827.67118728432,5865952.0,1287884336485.0874,221579.38983548962,5812293.0,0.022842886731851426,0.02141343170241722,0.0014294550294342073,8.673617379884035e-19,312400842601.14545,4284420354464.884,0.7259145508765937,0.6417319381992841,0.24560931179582002,47,22,45,20,42,19,41,19
ZAF,South Africa,Sub-Saharan Africa,368733201858.9377,5760.809358157509,64007187.0,617406730315.5618,7797.771734802187,79177328.0,885227030965.964,10022.59386167438,88323147.0,1246350691131.9329,13214.843722903757,94314448.0,0.016025023170633552,0.010924509787434223,0.005100513383199327,1.734723475976807e-18,287534575171.55646,5576002265085.459,0.7651462254075438,0.6918717570983025,0.13122439910437225,37,93,37,102,40,111,42,118
UZB,Uzbekistan,Europe & Central Asia,135919481321.57135,3737.9684388955843,36361859.0,337859363523.8428,6471.068336855937,52210755.0,686943440789.3635,10554.534512072762,65085148.0,1236501291025.5244,16630.81651474703,74350005.0,0.029052348286288273,0.01964098848970156,0.009411359796586707,6.938893903907228e-18,319528263289.9865,4854080082260.071,0.8406933811096463,0.7249202429211985,0.22874727090726746,55,115,53,112,46,109,43,110
DZA,Algeria,Middle East & North Africa,219601827982.43463,4690.912615485732,46814308.0,429729933414.1125,7214.4033683311745,59565554.0,735784471856.8533,11435.495533447258,64342159.0,1118066768724.8076,17337.721273213152,64487527.0,0.021415004470575195,0.017200755226338783,0.004214249244236407,5.204170427930421e-18,234540503291.13986,4754272173613.13,0.6662367346989854,0.6598534961501065,0.20511337849792102,51,101,46,106,43,106,44,106
FIN,Finland,Europe & Central Asia,259174999923.78067,46138.63217870843,5617310.0,432492305369.02637,80814.83457311282,5351645.0,707156402557.5806,141743.31424349174,4988993.0,1117061235567.3438,242783.55881785098,4601058.0,0.019223067238267843,0.021848943877495374,-0.002625876639227528,-3.0357660829594124e-18,297802186949.205,3654688029750.876,0.8363696817283871,0.7205965435399392,0.23084013202902107,43,17,44,14,45,14,45,12
PRT,Portugal,Europe & Central Asia,242681461038.05328,23278.14521051816,10425292.0,361726921809.90796,37023.22298019246,9770271.0,601224641341.3496,67235.1044719744,8942124.0,1055289044852.4817,120549.53301306955,8753987.0,0.01933974027714015,0.02163876031862359,-0.0022990200414834392,-1.3010426069826053e-18,239255410424.69336,3549339377817.6436,0.846410356924618,0.7306372187361699,0.23194436968630214,44,38,51,37,48,35,46,34
AGO,Angola,Sub-Saharan Africa,104638490374.21423,2761.9412824618034,37885849.0,276861219599.12744,3726.4923798523423,74295394.0,583104793780.2441,5060.758008008674,115220841.0,1009803908819.2744,6729.981311006711,150045574.0,0.02982894711248732,0.011718928565646046,0.018110018546841276,-3.469446951953614e-18,210780314549.74734,4817651287254.718,0.8050793501564799,0.7318048818472386,0.13440088640135084,61,122,56,128,51,133,47,137
SGP,Singapore,East Asia & Pacific,402384906082.25574,68991.46200042208,5832387.0,582845495786.0361,95836.09160446266,6081691.0,811971005385.7358,149094.30338170365,5446023.0,998488837825.8789,239847.69628958046,4163012.0,0.011958340335589126,0.016395017964327754,-0.0044366776287386315,2.6020852139652106e-18,222570494571.60995,4546309759303.684,1.0369228101340378,0.9527401974567281,0.27549763901318264,35,5,39,9,41,12,48,14
ETH,Ethiopia,Sub-Saharan Africa,109994665124.8636,832.9157897489218,132059767.0,303586501626.4845,1349.142173961907,225021875.0,592273902403.6917,1916.3854271789392,309057820.0,936303447268.5034,2549.2239841950313,367289596.0,0.02817773360507553,0.01471857536310542,0.013459158241970108,3.469446951953614e-18,214831611452.28638,4189528023092.6094,0.9909819136044271,0.9177074452951858,0.14507925467414262,59,161,55,158,50,159,49,160
CZE,Czechia,Europe & Central Asia,225330528197.14905,20988.58863525956,10735859.0,348575701465.9419,35476.48221232576,9825543.0,572210681147.8129,65197.4180330747,8776585.0,931927537049.3894,113261.90193787582,8228075.999999999,0.01868008846378623,0.022180578440884488,-0.0035004899770982568,-2.168404344971009e-18,230175170716.4927,3465150354341.5083,0.8144496159388959,0.6986764777504479,0.22688968748253563,49,43,52,42,52,37,50,38
COL,Colombia,Latin America & Caribbean,362726068816.8113,6858.593562518399,52886363.0,547443420472.015,9218.491697743182,59385357.0,721589964586.0647,12925.236561647684,55827989.0,879609197202.5569,18682.98477914583,47080764.0,0.011655655219955681,0.013185668475132339,-0.0015300132551766571,-6.505213034913027e-19,171096295368.68054,4137560085078.248,0.8443550509762369,0.7907992437628699,0.15306408499203353,38,79,41,92,44,101,51,101
ROU,Romania,Europe & Central Asia,240687526848.85406,12657.713014467989,19015088.0,362506223493.4166,22618.094907354545,16027266.0,554191850747.7832,42753.04091436562,12962630.0,855359066396.4586,79433.91262282907,10768185.0,0.016684497609865262,0.024166560978353808,-0.007482063368488548,1.734723475976807e-18,179081489078.86804,3157085289814.2676,0.7806495450249191,0.6648764068364711,0.23102088382101532,45,62,50,56,53,52,52,48
GRC,Greece,Europe & Central Asia,224111909946.42966,22304.537388213743,10047817.0,316781804873.58655,35948.62964345678,8812069.0,475113674082.1537,65346.51624547325,7270681.0,719176114934.7517,114599.20178411511,6275577.0,0.015341588775406166,0.021534877775388206,-0.006193288999982038,-1.734723475976807e-18,173409173026.13065,2793025950489.323,0.8451311254835316,0.7293579872950836,0.22839934485425503,50,40,54,41,56,36,53,37
OMN,Oman,Middle East & North Africa,92118028645.11627,17441.51583215273,5281538.0,208948040647.5746,26695.794973295597,7827002.0,381136384103.9547,37994.464971565656,10031366.0,701927245470.1385,58034.51654470481,12094996.0,0.026720514274442272,0.015818218614364856,0.010902295660077421,-5.204170427930421e-18,166415339337.01736,2494659734373.3906,0.7485939403876767,0.7422107018387976,0.2181683695639723,65,50,61,52,59,55,54,58
HUN,Hungary,Europe & Central Asia,160822085387.33902,16620.487972453775,9676135.0,257862120411.1621,29553.2224003426,8725347.0,405471243465.16516,51346.02526544994,7896838.0,674000438600.9753,90339.58663379443,7460743.0,0.01885436930796783,0.022275521118301934,-0.0034211518103341013,-1.3010426069826053e-18,163275464130.8698,2398466739541.1763,0.8344682639281343,0.7186951257396863,0.23869217336946708,54,54,57,50,57,47,55,44
PER,Peru,Latin America & Caribbean,225673750818.3434,6595.205835806606,34217848.0,370710026105.9928,9134.416488607269,40583876.0,513844928425.35645,12411.610116702326,41400344.0,658809525488.054,17262.89910707331,38163319.0,0.014096632647224524,0.012660745286661487,0.001435887360563034,2.3852447794681098e-18,151020547886.36273,2963239453817.638,0.7791353469237864,0.7255795397104196,0.1500686444065562,48,82,48,93,54,103,56,108
KWT,Kuwait,Middle East & North Africa,122336288131.5622,24791.998092527218,4934507.0,208976079668.96863,32817.852893384836,6367756.0,374544009287.245,47885.50065564679,7821658.0,625360276850.0331,65128.03218679259,9602014.0,0.021467818603398293,0.012708343617544327,0.00875947498585396,5.204170427930421e-18,137191068017.28082,2609448619611.995,0.3673342656728671,0.3609510271239882,0.19223829023049518,57,36,60,45,60,49,57,53
TZA,Tanzania,Sub-Saharan Africa,71511273169.94342,1043.0441862894716,68560157.0,174320367552.0666,1344.8455912067975,129621102.0,355028974008.1925,1785.7437951885452,198812940.0,611660381247.4463,2327.16735034199,262834721.00000003,0.028241080156495558,0.010559319194468652,0.017681760962026907,0.0,138147038472.36136,2756533780759.59,0.7730952796739634,0.6998208113647222,0.1311741746338882,75,154,65,159,62,160,58,163
CIV,Cote d'Ivoire,Sub-Saharan Africa,73123806476.2682,2289.8252588607334,31934230.0,173215270019.6293,3107.1683969927576,55746985.0,345290711409.80505,4250.483265863827,81235636.0,608628419472.3245,5849.787859672703,104042819.0,0.027882288804170846,0.012341182747395953,0.015541106056774895,-1.734723475976807e-18,140617953537.77814,3006838691683.682,0.8092362301613174,0.7359617618520762,0.13403816483658057,72,128,66,134,63,137,59,139
HKG,"Hong Kong SAR, China",East Asia & Pacific,337016280806.055,45451.16882837739,7414909.0,476375370559.6255,78214.60685024387,6090619.0,595577820057.157,153447.827485126,3881305.0,567542377674.2083,272818.74395178765,2080291.0,0.006857686588167583,0.023581172316063242,-0.016723485727895657,-3.469446951953614e-18,86497080072.3841,3594437581075.032,0.9251537089560365,0.8409710962787268,0.2677536587862341,40,19,43,17,49,11,60,9
CHL,Chile,Latin America & Caribbean,285164628740.60034,14427.924752611621,19764771.0,401625605342.88806,19764.741994677053,20320306.0,481189549944.2523,27419.13600632707,17549406.0,565541318612.9031,42108.36782266004,13430616.0,0.009009430267308658,0.014093170183101333,-0.005083739915792673,-1.734723475976807e-18,115935049387.46185,2957661650881.1763,0.8717709739191031,0.8182151667057361,0.15804557663352323,42,59,47,62,55,66,61,68
MAR,Morocco,Middle East & North Africa,133821663983.33578,3514.1161219833166,38081173.0,250602148546.71234,5768.868834351859,43440431.0,395778176326.3335,9310.253022225455,42509927.0,565200523493.3955,14919.095223000819,37884370.0,0.018956217490165378,0.019024393635532526,-6.81761453671487e-05,1.7618285302889447e-19,113012762311.8364,2302446826769.1187,0.7674544862408611,0.7610712476919822,0.21436523287027068,56,117,58,117,58,116,62,114
LKA,Sri Lanka,South Asia,89841852087.30634,3888.65753347184,23103565.0,180956147131.01636,7292.593206855424,24813690.0,325537071071.0678,13658.82606763323,23833459.0,561782848884.3455,26437.578955588004,21249406.0,0.02411926920691107,0.025220032267253473,-0.0011007630603424015,-8.673617379884035e-19,126231715290.37125,2155082172913.3923,0.8301004694212587,0.7610493559969214,0.28211101231322494,66,111,63,104,64,92,63,86
KEN,Kenya,Sub-Saharan Africa,101581493378.56432,1800.038881164242,56432944.0,214845288709.36047,2570.127575860058,83593239.0,355186176406.849,3549.638980139127,100062620.0,488691320254.93835,4690.138444126074,104195500.0,0.020669337848227453,0.012600708364609326,0.008068629483618129,-1.734723475976807e-18,121013037195.88899,2184926570467.5151,0.8442629477858786,0.7709884794766374,0.13584030406194136,62,136,59,139,61,142,64,142
TKM,Turkmenistan,Europe & Central Asia,59395060761.00869,7925.15532875033,7494498.0,137660200425.71887,14280.536342565447,9639708.0,255554022487.61508,24881.87720294277,10270689.0,444248352989.2448,44663.346501914006,9946598.0,0.026475956432789584,0.02275146390868097,0.0037244925241086122,1.3010426069826053e-18,113144690923.99532,1602066369655.9983,0.7955962974024056,0.6798231592139575,0.2322134220744165,81,74,70,72,68,70,65,64
